ID,FechaEncuesta,PuntuacionAccesibilidad,PuntuacionCalidad,Comentarios,AreaRecreativaID
ES_627188,2024/05/09,3.0,2.0,Insatisfecho,17172
ES_690739,2023-06-11,4.0,4.0,Muy insatisfecho_,17438
ES_374314,2023/07/06,3.0,2.0,Insatisfecho,17311
ES_185379,2024-01-25,5.0,5.0,Insatisfecho,18123
ES_922468,2024-02-05,1.0,5.0,Muy insatisfecho,18544
ES_485356,2024-07-05,2.0,,Neutral,18150
ES_986955,2022/12/24,2.0,3.0,Neutral,17662
ES_107600,2024/07/14,4.0,1.0,Satisfecho,8799604
ES_744150,2024/04/21,2.0,4.0,Satisfecho,52121
ES_620856,2024-06-18,2.0,5.0,Insatisfecho,5208757
ES_741793,2022-11-18,2.0,2.0,Satisfecho,17745
ES_337289,2024/05/05,4.0,1.0,Neutral,52120
ES_927365,2024/07/29,2.0,,Muy insatisfecho,16984
ES_235540,2024-04-05,4.0,4.0,Insatisfecho,18139
ES_558898,2023/07/25,4.0,3.0,Muy insatisfecho,9046351
ES_442190,2023-09-10,5.0,,Muy satisfecho,17393
ES_548572,2024-09-13,5.0,3.0,Neutral_,18156
ES_422019,2022-12-15,,,Neutral,18143
ES_16312,2023/04/14,2.0,4.0,Muy insatisfecho,5653806
ES_435343,2024/09/14,1.0,2.0,Insatisfecho,6909670
ES_14756,2024/08/02,,3.0,Muy insatisfecho,17460
ES_643862,2023/02/28,5.0,3.0,Neutral,18601
ES_886253,2023/12/01,,2.0,Satisfecho,52184
ES_384086,2024-05-02,1.0,3.0,Satisfecho,18275
ES_621280,2023-08-15,5.0,4.0,Muy satisfecho,52181
ES_128052,2023/02/25,4.0,2.0,Satisfecho_,52139
ES_990840,2024-03-03,5.0,1.0,Insatisfecho,17867
ES_595883,2023-02-20,5.0,3.0,Muy insatisfecho,52163
ES_519603,2023/03/17,,,Insatisfecho_,5653933
ES_110698,2022/10/20,2.0,5.0,Insatisfecho,17402
ES_257533,2024/05/25,5.0,3.0,Satisfecho,17678
ES_394407,2024/09/05,5.0,,Insatisfecho,17900
ES_939827,2023-03-11,3.0,4.0,Muy satisfecho,18216
ES_779227,2022/10/25,2.0,3.0,Neutral,3576089
ES_779244,2024-01-13,2.0,4.0,Muy satisfecho~,17455
ES_261712,2024-09-18,4.0,5.0,Insatisfecho,5654025
ES_120064,2023/10/04,4.0,5.0,Satisfecho,16659
ES_282465,2023/02/15,5.0,3.0,Neutral,17286
ES_883107,2023/02/17,5.0,,Insatisfecho,18504
ES_823133,2022-10-30,2.0,2.0,Satisfecho,17943
ES_488879,2022-12-27,4.0,1.0,Neutral,18431
ES_679285,2022/11/24,3.0,2.0,Muy insatisfecho,52191
ES_378461,2024-01-12,1.0,2.0,Muy insatisfecho,18539
ES_729860,2023-01-20,1.0,1.0,Neutral*,18573
ES_557598,2023-07-17,,,Muy satisfecho_,18568
ES_868190,2024/04/23,1.0,,Muy insatisfecho,18064
ES_693518,2022/11/09,1.0,4.0,Insatisfecho,18311
ES_360770,2023-11-29,2.0,2.0,Muy insatisfecho,16696
ES_790386,2024/07/19,1.0,1.0,Neutral,18374
ES_234914,2024-09-02,2.0,3.0,Satisfecho~,18615
ES_443152,2023-09-03,5.0,,Insatisfecho,5653967
ES_158957,2023/06/13,,1.0,Muy insatisfecho,17358
ES_656582,2023-07-12,,,Muy insatisfecho,5240280
ES_416006,2024-02-29,3.0,5.0,Muy insatisfecho,18606
ES_157134,2024/01/01,,5.0,Muy insatisfecho*,17611
ES_402199,2023-08-05,1.0,1.0,Neutral_,17120
ES_94605,2023/03/25,5.0,5.0,Muy insatisfecho,18401
ES_392983,2023/12/26,2.0,3.0,Neutral,52213
ES_32274,2023-07-23,4.0,2.0,Neutral,17068
ES_340683,2023-11-22,3.0,3.0,Insatisfecho,17818
ES_156611,2023-10-02,3.0,1.0,Insatisfecho,7127774
ES_348304,2023/05/20,2.0,5.0,Neutral,17308
ES_507459,2023-05-31,4.0,3.0,Muy insatisfecho,3573208
ES_865280,2023/03/08,3.0,,Neutral_,8780154
ES_661039,2024/07/29,2.0,1.0,Muy satisfecho,17421
ES_508260,2023-03-15,4.0,2.0,Satisfecho,3963526
ES_656333,2024-04-14,1.0,2.0,Muy insatisfecho,17981
ES_83603,2024-03-10,3.0,,Muy satisfecho~,17412
ES_100598,2023-01-17,5.0,2.0,Muy insatisfecho,16935
ES_321793,2023-10-15,5.0,1.0,Muy satisfecho,18278
ES_448909,2024/08/08,5.0,5.0,Satisfecho,18448
ES_977227,2024/04/08,3.0,2.0,Neutral,452347
ES_706555,2024-04-24,2.0,3.0,Insatisfecho,18188
ES_363541,2024/04/13,2.0,3.0,Neutral_,18177
ES_623652,2023/08/02,3.0,1.0,Neutral,17760
ES_872034,2024/03/26,2.0,2.0,Satisfecho,18084
ES_780621,2023/04/18,4.0,4.0,Muy insatisfecho*,17882
ES_738294,2023-07-25,3.0,4.0,Muy insatisfecho,17514
ES_7472,2023-02-15,5.0,4.0,Muy insatisfecho,17897
ES_764240,2022-11-11,1.0,1.0,Insatisfecho,5209117
ES_654429,2023/04/14,3.0,1.0,Muy insatisfecho,18534
ES_852811,2022/12/16,5.0,5.0,Insatisfecho,18318
ES_350923,2023/10/16,3.0,5.0,Satisfecho,8914012
ES_159004,2024/01/07,1.0,1.0,Insatisfecho,16894
ES_502759,2023-09-28,1.0,5.0,Muy satisfecho~,17549
ES_782410,2022/12/21,3.0,3.0,Muy insatisfecho_,9179375
ES_235376,2024/04/23,4.0,5.0,Muy insatisfecho,18301
ES_446589,2023/05/26,5.0,2.0,Insatisfecho,16867
ES_682377,2024/06/25,4.0,3.0,Muy satisfecho,18528
ES_20165,2022/12/03,4.0,2.0,Satisfecho,18110
ES_781473,2023-07-16,3.0,5.0,Insatisfecho,18575
ES_301055,2022/10/15,3.0,1.0,Insatisfecho,18614
ES_151029,2024/03/21,3.0,1.0,Insatisfecho,17519
ES_347791,2024-01-27,5.0,5.0,Neutral,17013
ES_970566,2024/03/19,1.0,4.0,Neutral,17892
ES_145183,2024-06-06,5.0,1.0,Satisfecho,16887
ES_92382,2024-03-27,5.0,,Insatisfecho,7872643
ES_14641,2024/09/12,3.0,4.0,Satisfecho,17700
ES_924033,2023/09/01,2.0,5.0,Muy insatisfecho,17485
ES_801089,2022/12/04,1.0,1.0,Insatisfecho,16881
ES_443191,2024/02/05,,3.0,Muy insatisfecho,4993029
ES_483461,2023-06-16,4.0,,Satisfecho,5219934
ES_800621,2023-01-06,3.0,3.0,Satisfecho,17538
ES_568695,2024-04-21,4.0,5.0,Insatisfecho,17847
ES_916204,2024/09/02,2.0,3.0,Neutral~,52229
ES_304737,2023-05-16,1.0,1.0,Neutral,16899
ES_633780,2024-04-01,4.0,1.0,Satisfecho,3611795
ES_753394,2023/06/01,1.0,4.0,Satisfecho,17121
ES_855934,2023-04-29,2.0,2.0,Neutral,17123
ES_985813,2023/02/17,5.0,1.0,Neutral,7162223
ES_249117,2024/01/01,4.0,3.0,Satisfecho,52902
ES_58881,2024-05-20,3.0,2.0,Muy insatisfecho,18617
ES_771608,2023/07/26,2.0,2.0,Neutral,17033
ES_838313,2023-03-07,1.0,4.0,Muy satisfecho~,7943813
ES_677704,2023/09/09,2.0,4.0,Neutral,4749890
ES_911022,2024-02-24,3.0,2.0,Muy satisfecho,17754
ES_839545,2023/11/01,3.0,5.0,Satisfecho,461265
ES_201399,2024/04/26,3.0,4.0,Insatisfecho,52131
ES_273798,2024/10/01,2.0,1.0,Satisfecho,17291
ES_877880,2023/06/14,4.0,,Neutral,17064
ES_372423,2023-10-08,,5.0,Muy insatisfecho~,17908
ES_551225,2023-04-18,4.0,3.0,Muy satisfecho,18361
ES_289545,2024-07-19,,4.0,Muy insatisfecho,17213
ES_29351,2024/03/27,,2.0,Satisfecho,17257
ES_714947,2024/03/13,4.0,2.0,Satisfecho,7886327
ES_648164,2024/03/24,5.0,,Muy insatisfecho,52041
ES_996188,2023-06-04,3.0,4.0,Neutral,8799633
ES_678169,2023/08/20,1.0,4.0,Insatisfecho,5209024
ES_59675,2023/01/06,3.0,2.0,Neutral,18514
ES_770984,2024/06/19,5.0,5.0,Insatisfecho,16993
ES_367134,2022/12/11,2.0,2.0,Muy insatisfecho,17865
ES_600929,2023/01/30,4.0,2.0,Insatisfecho*,4704499
ES_877324,2022-11-28,3.0,2.0,Muy satisfecho,52168
ES_3503,2024/07/12,5.0,4.0,Muy satisfecho,16972
ES_617938,2024/06/14,,1.0,Neutral,17797
ES_118803,2023-05-06,1.0,1.0,Muy satisfecho,17847
ES_388762,2024-04-12,2.0,2.0,Satisfecho,18214
ES_566069,2023/05/23,4.0,2.0,Muy insatisfecho,17471
ES_805368,2023/10/24,2.0,2.0,Muy insatisfecho,16921
ES_931398,2024-02-28,4.0,,Insatisfecho,5071591
ES_121579,2024-09-20,3.0,4.0,Muy satisfecho,4986431
ES_230359,2023-07-29,4.0,5.0,Neutral_,8907322
ES_719087,2024/03/13,1.0,3.0,Muy insatisfecho,9396658
ES_278012,2022/12/24,5.0,1.0,Muy insatisfecho,18454
ES_945507,2024/03/23,3.0,4.0,Insatisfecho,7107703
ES_688737,2024/08/17,3.0,3.0,Satisfecho,5653899
ES_336602,2023/10/14,4.0,1.0,Muy insatisfecho,17010
ES_639788,2023/09/13,2.0,3.0,Insatisfecho,17092
ES_196459,2023/08/06,,2.0,Neutral,18379
ES_116760,2023-03-23,3.0,4.0,Muy satisfecho,18298
ES_347570,2022/10/12,,1.0,Muy satisfecho,5241174
ES_946746,2024-05-30,4.0,2.0,Satisfecho,17034
ES_785903,2023/11/09,2.0,1.0,Muy insatisfecho,5237115
ES_597122,2024/04/18,1.0,3.0,Muy insatisfecho,52196
ES_819105,2023-07-19,2.0,3.0,Insatisfecho,5237137
ES_978542,2024/09/17,4.0,4.0,Muy insatisfecho,18115
ES_22292,2024-03-30,3.0,1.0,Satisfecho,18339
ES_180441,2022-11-19,5.0,4.0,Muy satisfecho,16835
ES_995664,2024-05-14,4.0,5.0,Muy satisfecho,17905
ES_149657,2023-05-07,4.0,4.0,Insatisfecho,18257
ES_269031,2023-03-05,3.0,5.0,Muy insatisfecho,52115
ES_118370,2022/10/25,2.0,4.0,Muy insatisfecho,18047
ES_220264,2023/09/18,,2.0,Insatisfecho,17477
ES_905800,2022-10-24,,3.0,Muy insatisfecho,4749888
ES_950225,2024-04-27,2.0,3.0,Muy insatisfecho,17431
ES_577241,2024-07-05,1.0,5.0,Muy insatisfecho,5220720
ES_726934,2024-01-15,4.0,1.0,Insatisfecho,52065
ES_394446,2024/06/09,2.0,1.0,Satisfecho,18376
ES_710566,2024-05-21,5.0,1.0,Muy insatisfecho,18241
ES_725181,2024/02/16,4.0,3.0,Satisfecho,8799547
ES_523602,2022-10-17,2.0,4.0,Muy insatisfecho_,17574
ES_68972,2024-03-18,3.0,4.0,Neutral,17725
ES_220812,2023/09/22,2.0,2.0,Insatisfecho,16671
ES_738814,2022-11-20,2.0,3.0,Neutral*,7107693
ES_460431,2023/07/21,2.0,1.0,Muy satisfecho,16745
ES_501424,2023-03-07,2.0,,Muy satisfecho,18448
ES_573578,2024-03-18,4.0,1.0,Muy satisfecho,461342
ES_213811,2022-10-19,4.0,5.0,Neutral~,18602
ES_746531,2024/05/18,1.0,3.0,Muy satisfecho,17820
ES_844446,2023-04-04,3.0,2.0,Muy satisfecho,17497
ES_622946,2023-10-29,3.0,1.0,Satisfecho,5213834
ES_989320,2022-11-14,3.0,4.0,Neutral~,17424
ES_966922,2023/12/15,2.0,4.0,Muy insatisfecho,17032
ES_816428,2024-03-17,5.0,3.0,Neutral~,17766
ES_928090,2024/08/29,1.0,5.0,Muy satisfecho,17753
ES_292996,2024-09-06,3.0,1.0,Muy insatisfecho,52166
ES_393622,2024-09-10,5.0,1.0,Muy insatisfecho,18329
ES_316828,2023-04-07,5.0,4.0,Insatisfecho_,5654053
ES_22748,2024/04/14,4.0,3.0,Muy insatisfecho,5653914
ES_306327,2024/07/21,5.0,1.0,Insatisfecho,17747
ES_217524,2024-03-09,2.0,2.0,Satisfecho,16758
ES_954572,2023/08/15,1.0,1.0,Satisfecho,17208
ES_501825,2023-01-28,4.0,4.0,Neutral,17605
ES_428211,2023-08-20,1.0,5.0,Insatisfecho,16961
ES_158629,2023/06/18,3.0,4.0,Muy satisfecho,52116
ES_241203,2024-05-24,2.0,1.0,Muy satisfecho,17396
ES_394335,2023/04/27,2.0,5.0,Neutral,7908163
ES_261626,2024/06/09,4.0,5.0,Neutral,17583
ES_214201,2024-06-13,1.0,5.0,Satisfecho,52042
ES_176417,2023/02/22,2.0,3.0,Satisfecho,18402
ES_614862,2022-12-11,2.0,2.0,Muy insatisfecho,17373
ES_746475,2024/09/28,5.0,2.0,Insatisfecho,5241170
ES_424694,2023-05-31,1.0,2.0,Satisfecho,7537965
ES_502058,2024/03/09,4.0,5.0,Neutral~,17102
ES_329245,2024/07/25,,,Neutral,17753
ES_982191,2023/03/23,4.0,3.0,Insatisfecho,18242
ES_193318,2023/03/28,3.0,2.0,Insatisfecho,16883
ES_827601,2023/10/25,5.0,5.0,Muy satisfecho,16662
ES_872036,2022/12/19,1.0,2.0,Muy satisfecho,18054
ES_374707,2024/03/10,2.0,2.0,Muy satisfecho,5653851
ES_743679,2023/12/13,5.0,5.0,Muy insatisfecho,7107703
ES_669294,2023-08-06,1.0,2.0,Muy satisfecho,17552
ES_133082,2024/01/01,3.0,1.0,Neutral,18149
ES_225124,2023/10/26,,4.0,Muy satisfecho,16716
ES_614237,2024-06-20,2.0,4.0,Muy insatisfecho,5653960
ES_656113,2024-08-15,4.0,4.0,Neutral,17832
ES_203897,2024-08-13,1.0,1.0,Neutral,18605
ES_313312,2024-07-16,1.0,4.0,Satisfecho,16788
ES_867386,2022-11-10,4.0,3.0,Insatisfecho,5218554
ES_361733,2023/03/11,1.0,1.0,Satisfecho,17309
ES_65719,2023/05/19,2.0,5.0,Muy satisfecho,9179375
ES_329044,2023/12/31,4.0,3.0,Muy insatisfecho,17761
ES_117916,2024/09/25,1.0,4.0,Muy insatisfecho,3566376
ES_972764,2024/03/23,3.0,,Neutral,16920
ES_617778,2023-11-27,2.0,,Muy insatisfecho,16957
ES_837929,2023/10/16,1.0,3.0,Muy satisfecho_,18362
ES_385036,2023-03-27,4.0,3.0,Insatisfecho,18580
ES_196159,2023/11/27,2.0,5.0,Muy satisfecho,17394
ES_217186,2024/08/01,4.0,3.0,Muy insatisfecho,52131
ES_775247,2023-09-08,2.0,,Muy satisfecho,18468
ES_169189,2023-10-18,3.0,1.0,Insatisfecho,18379
ES_262966,2023-12-28,1.0,3.0,Satisfecho,16865
ES_705644,2023-08-25,3.0,1.0,Muy satisfecho_,16657
ES_727324,2023/08/26,2.0,1.0,Muy insatisfecho*,18144
ES_872126,2023/05/20,4.0,5.0,Muy insatisfecho,17706
ES_372593,2023-12-03,1.0,1.0,Satisfecho,5237134
ES_181624,2024-01-29,1.0,3.0,Muy insatisfecho,18432
ES_97842,2023/04/24,5.0,4.0,Satisfecho,3991153
ES_634491,2023-02-24,4.0,1.0,Satisfecho,17161
ES_652527,2024-07-25,,,Muy satisfecho,3573208
ES_452462,2024-04-30,4.0,1.0,Muy satisfecho,3991326
ES_341441,2024/04/07,3.0,1.0,Satisfecho,17132
ES_199024,2023-04-11,5.0,4.0,Muy insatisfecho,16867
ES_458271,2022-11-22,4.0,3.0,Satisfecho,17501
ES_888267,2024/08/07,2.0,4.0,Satisfecho,52124
ES_869291,2024/04/20,4.0,1.0,Satisfecho,17039
ES_355067,2023/05/10,2.0,1.0,Insatisfecho~,17784
ES_310593,2023-01-15,4.0,1.0,Satisfecho,18199
ES_350323,2024-02-13,2.0,4.0,Muy satisfecho,5241176
ES_623675,2024-03-07,2.0,,Insatisfecho,16769
ES_486866,2023/04/16,5.0,,Muy insatisfecho,52106
ES_27517,2023-02-14,1.0,5.0,Muy insatisfecho,9348753
ES_118044,2024/04/02,,4.0,Satisfecho,17582
ES_501720,2022/10/12,1.0,2.0,Muy satisfecho,18348
ES_57126,2023/04/26,5.0,5.0,Insatisfecho,17059
ES_235558,2024-06-18,5.0,2.0,Neutral,16962
ES_281828,2023-11-28,5.0,,Satisfecho,52195
ES_538847,2023-11-03,2.0,3.0,Muy insatisfecho,17659
ES_614656,2024-04-04,1.0,3.0,Muy satisfecho,17491
ES_319920,2023-09-03,5.0,4.0,Insatisfecho,16696
ES_43321,2023-11-09,4.0,3.0,Insatisfecho,17914
ES_430917,2024/06/17,2.0,5.0,Insatisfecho~,9397076
ES_940406,2022/12/28,4.0,3.0,Neutral,17995
ES_420754,2023-04-30,3.0,,Muy insatisfecho,17142
ES_80952,2024/02/16,4.0,,Muy insatisfecho,17869
ES_965731,2023/10/21,2.0,3.0,Muy satisfecho,5246183
ES_807909,2022-11-09,1.0,5.0,Insatisfecho,16751
ES_620105,2024/05/28,,1.0,Neutral,18489
ES_747983,2023-06-01,3.0,3.0,Muy insatisfecho,52057
ES_358858,2023/04/28,4.0,2.0,Neutral,3971913
ES_24272,2024/04/16,2.0,,Satisfecho,16790
ES_15087,2024/08/22,1.0,5.0,Satisfecho,17935
ES_496787,2023-08-14,1.0,3.0,Satisfecho,16839
ES_691743,2024-07-07,3.0,2.0,Muy insatisfecho,3576089
ES_855645,2024/07/01,5.0,1.0,Satisfecho_,18154
ES_699471,2023/02/02,5.0,3.0,Neutral,16822
ES_921531,2023/06/06,1.0,5.0,Muy insatisfecho,17898
ES_60206,2024/09/08,5.0,2.0,Satisfecho~,5240280
ES_769410,2022-11-11,1.0,5.0,Muy satisfecho,17117
ES_509893,2024-02-07,,2.0,Muy insatisfecho_,18584
ES_86568,2022-10-26,4.0,5.0,Satisfecho,7889423
ES_21857,2024/09/19,4.0,2.0,Satisfecho,17426
ES_884316,2024-05-15,,3.0,Satisfecho*,5653971
ES_658283,2024-02-17,1.0,3.0,Neutral,18566
ES_859042,2023-02-05,3.0,4.0,Muy insatisfecho,17154
ES_799845,2023-08-02,4.0,1.0,Insatisfecho*,16989
ES_954129,2023-06-20,1.0,5.0,Muy insatisfecho,17576
ES_939530,2024-03-04,2.0,5.0,Muy satisfecho,17494
ES_203324,2023/07/18,,3.0,Muy satisfecho,17865
ES_362616,2023/02/23,2.0,1.0,Muy satisfecho,17900
ES_220071,2023/06/14,3.0,3.0,Muy insatisfecho,18585
ES_400089,2023-12-21,3.0,1.0,Insatisfecho,8799531
ES_523674,2024/08/29,3.0,1.0,Muy insatisfecho,17566
ES_103304,2024/04/30,4.0,4.0,Muy satisfecho,18231
ES_880239,2023/02/07,,5.0,Satisfecho,18447
ES_553597,2023/04/19,5.0,3.0,Insatisfecho,7168554
ES_325157,2023/06/18,4.0,2.0,Satisfecho,5653896
ES_14226,2023/07/05,3.0,2.0,Muy satisfecho,18616
ES_488623,2024/04/12,1.0,4.0,Satisfecho,17968
ES_895925,2023/08/19,3.0,1.0,Muy insatisfecho,7126156
ES_898680,2023/08/04,3.0,,Muy satisfecho,5653727
ES_274939,2023-09-15,3.0,3.0,Muy insatisfecho,16777
ES_874278,2023/06/06,3.0,,Muy insatisfecho,17270
ES_997031,2024/09/23,4.0,4.0,Muy satisfecho,17599
ES_797162,2023/09/04,3.0,,Insatisfecho,6819620
ES_859985,2023-05-14,5.0,1.0,Muy satisfecho~,3573331
ES_871311,2024-01-12,3.0,,Muy insatisfecho,17859
ES_647197,2024-06-20,2.0,2.0,Muy insatisfecho,18469
ES_723541,2024/02/28,1.0,1.0,Satisfecho,451321
ES_745379,2023-06-23,4.0,1.0,Satisfecho,7356676
ES_916870,2023/11/19,1.0,2.0,Insatisfecho,4737844
ES_967658,2024/04/04,3.0,5.0,Neutral,5653967
ES_269072,2023-07-20,4.0,5.0,Muy insatisfecho,18159
ES_662106,2024/07/15,1.0,1.0,Satisfecho,5237130
ES_697635,2022-10-23,1.0,2.0,Neutral,17186
ES_872005,2023/04/28,4.0,3.0,Muy insatisfecho,17967
ES_206432,2024/04/21,2.0,5.0,Neutral,18419
ES_204964,2023/03/07,3.0,4.0,Neutral,17158
ES_645844,2024-02-19,1.0,,Neutral,18229
ES_374826,2023/10/02,1.0,4.0,Muy insatisfecho*,18143
ES_488283,2024/04/26,2.0,,Muy insatisfecho,52068
ES_573510,2024/04/20,4.0,4.0,Muy insatisfecho,17590
ES_110227,2024-05-02,3.0,4.0,Muy insatisfecho,17966
ES_13404,2023/10/20,3.0,1.0,Muy insatisfecho,17741
ES_119211,2022-10-16,1.0,2.0,Neutral,18293
ES_857419,2023-11-26,1.0,4.0,Satisfecho,18398
ES_159539,2024/09/16,5.0,2.0,Insatisfecho,16860
ES_31608,2024/02/11,5.0,1.0,Insatisfecho,17142
ES_395177,2023/12/10,2.0,5.0,Muy satisfecho,52073
ES_190514,2023-08-13,3.0,4.0,Satisfecho,52195
ES_419839,2023/02/22,1.0,2.0,Neutral,18376
ES_255651,2023/06/06,5.0,3.0,Satisfecho,18590
ES_585401,2024-04-23,2.0,2.0,Satisfecho,52169
ES_478699,2023-04-12,3.0,5.0,Insatisfecho,3531285
ES_955726,2023-01-01,1.0,5.0,Neutral,18091
ES_224505,2024-05-22,,3.0,Insatisfecho,8775336
ES_371131,2024/01/22,5.0,2.0,Satisfecho,18124
ES_835781,2023-03-09,3.0,5.0,Muy insatisfecho,52225
ES_356955,2023/06/24,1.0,4.0,Insatisfecho,16695
ES_662789,2024-10-06,5.0,1.0,Muy insatisfecho,5240107
ES_163787,2023/03/27,2.0,5.0,Satisfecho,17066
ES_842220,2022/12/01,,1.0,Muy insatisfecho,17574
ES_812404,2024-01-14,5.0,4.0,Insatisfecho,52191
ES_470071,2024/07/04,2.0,3.0,Muy insatisfecho,16672
ES_444266,2024/09/20,2.0,1.0,Insatisfecho,7838875
ES_425303,2023/09/30,5.0,3.0,Neutral,17716
ES_824871,2022-11-24,2.0,2.0,Muy insatisfecho,17533
ES_57448,2023-03-03,4.0,5.0,Muy insatisfecho,17983
ES_766241,2023-04-14,5.0,5.0,Neutral,16790
ES_205562,2023/05/04,2.0,4.0,Muy satisfecho,17420
ES_25311,2024/10/08,5.0,3.0,Neutral,7107055
ES_38008,2023/02/22,4.0,,Insatisfecho,17700
ES_228566,2023/01/19,2.0,3.0,Neutral,52078
ES_172691,2024-01-07,3.0,,Insatisfecho,18355
ES_971504,2022-11-30,2.0,3.0,Neutral,16728
ES_867451,2024-02-14,3.0,3.0,Satisfecho,17146
ES_175777,2024-08-04,2.0,2.0,Neutral,17382
ES_769853,2024/09/23,5.0,4.0,Insatisfecho,17471
ES_510494,2024-06-14,5.0,2.0,Insatisfecho,18479
ES_162547,2023-07-19,2.0,2.0,Neutral,18533
ES_203156,2023-01-10,1.0,4.0,Insatisfecho,16965
ES_185218,2023-03-20,3.0,1.0,Insatisfecho,16863
ES_546422,2023/12/31,3.0,5.0,Muy satisfecho,16885
ES_403833,2024-05-12,,4.0,Muy insatisfecho,16945
ES_987763,2023-01-25,2.0,1.0,Neutral,18381
ES_345258,2023-11-15,4.0,3.0,Insatisfecho,17937
ES_33414,2023/05/10,3.0,,Insatisfecho,17032
ES_369822,2024-05-13,4.0,1.0,Insatisfecho,17421
ES_544379,2024/06/05,2.0,4.0,Neutral,5240327
ES_82915,2023-03-25,3.0,2.0,Insatisfecho,3991194
ES_72424,2023-01-08,5.0,5.0,Muy satisfecho,3991087
ES_62537,2023/05/02,5.0,4.0,Neutral,17142
ES_450447,2023/12/29,4.0,,Muy insatisfecho,18152
ES_404021,2024/01/17,2.0,5.0,Neutral,18409
ES_518161,2024/05/24,1.0,2.0,Insatisfecho,17478
ES_972162,2024/05/02,1.0,5.0,Insatisfecho,17881
ES_788912,2024/01/05,,2.0,Muy satisfecho,17202
ES_842236,2023/10/19,5.0,2.0,Insatisfecho,3568306
ES_832922,2024-07-11,2.0,5.0,Satisfecho,17959
ES_109209,2023-09-20,5.0,3.0,Muy insatisfecho,5195568
ES_656286,2024-07-10,4.0,2.0,Muy satisfecho,52089
ES_845275,2024-09-18,,2.0,Neutral,8775337
ES_742810,2023/07/22,5.0,5.0,Muy insatisfecho,18539
ES_42809,2024/03/26,3.0,2.0,Neutral_,16963
ES_401724,2023/05/08,4.0,3.0,Neutral,17481
ES_233064,2024-03-29,,5.0,Insatisfecho,18280
ES_771684,2024/02/03,4.0,5.0,Muy satisfecho,17989
ES_260611,2024/07/26,3.0,2.0,Satisfecho,3568177
ES_620865,2024/07/20,4.0,1.0,Muy insatisfecho~,4990656
ES_519758,2024-09-21,4.0,1.0,Insatisfecho,52119
ES_509977,2023-07-23,5.0,3.0,Muy satisfecho,16698
ES_243485,2022-10-16,3.0,2.0,Insatisfecho,17157
ES_709414,2023/05/04,4.0,3.0,Muy satisfecho,52119
ES_44381,2024/04/19,2.0,4.0,Insatisfecho,17023
ES_412458,2023-08-03,,5.0,Neutral,17425
ES_165128,2024/05/23,1.0,,Muy satisfecho,17312
ES_177058,2023-02-11,5.0,2.0,Muy satisfecho,18447
ES_434444,2024/06/19,4.0,1.0,Insatisfecho,16781
ES_164133,2023/12/29,3.0,1.0,Muy insatisfecho,17133
ES_970312,2023-06-24,1.0,5.0,Satisfecho,5241172
ES_23984,2024/08/03,2.0,4.0,Neutral,9259976
ES_893763,2023/12/17,5.0,1.0,Satisfecho,16997
ES_21204,2024/05/27,4.0,3.0,Insatisfecho,3991153
ES_826860,2024/05/28,2.0,2.0,Muy satisfecho,18123
ES_563192,2024-05-20,1.0,4.0,Insatisfecho,17109
ES_623615,2024-04-07,5.0,1.0,Neutral,18007
ES_429897,2024-04-13,1.0,5.0,Insatisfecho,17427
ES_618187,2023-08-28,1.0,2.0,Neutral,9049643
ES_182429,2023/03/04,5.0,3.0,Satisfecho,7838817
ES_948748,2024-02-10,5.0,3.0,Neutral,52126
ES_702328,2024/03/20,2.0,2.0,Muy insatisfecho,17685
ES_55667,2023-04-04,2.0,1.0,Muy insatisfecho,16771
ES_915907,2023-03-20,1.0,5.0,Insatisfecho,17952
ES_288180,2023-12-25,4.0,,Insatisfecho_,18446
ES_114895,2022-10-14,4.0,,Muy insatisfecho*,7356671
ES_699431,2023-04-15,2.0,4.0,Satisfecho,17034
ES_449133,2024-04-24,1.0,2.0,Muy satisfecho~,17453
ES_844938,2024/02/26,2.0,2.0,Muy satisfecho,17793
ES_569513,2023/10/17,3.0,5.0,Muy insatisfecho,17784
ES_738560,2022/12/20,2.0,,Neutral,9494172
ES_611889,2023-03-07,,5.0,Insatisfecho,9181989
ES_776666,2024-06-15,1.0,3.0,Muy insatisfecho,17498
ES_67366,2023/11/06,5.0,3.0,Neutral,7126531
ES_444717,2023/03/18,2.0,3.0,Neutral,17532
ES_395483,2023-11-27,4.0,,Insatisfecho,17902
ES_448695,2022/11/17,2.0,,Muy satisfecho,16725
ES_739360,2023/01/30,3.0,5.0,Insatisfecho,18296
ES_421058,2024-07-01,4.0,3.0,Neutral,18008
ES_971270,2023/01/20,5.0,,Neutral,6819622
ES_510475,2024/09/18,,4.0,Insatisfecho,16834
ES_989063,2023/03/28,3.0,2.0,Satisfecho,8775149
ES_560688,2023-06-09,4.0,,Insatisfecho,5219931
ES_261619,2024/02/27,4.0,,Insatisfecho,8914015
ES_928941,2023/06/20,5.0,3.0,Neutral,18431
ES_988192,2023/05/16,3.0,3.0,Insatisfecho,17031
ES_491885,2023-09-20,4.0,5.0,Muy insatisfecho,52203
ES_806552,2024/08/25,3.0,1.0,Neutral,18469
ES_373242,2024-05-14,5.0,5.0,Insatisfecho,18333
ES_880887,2022/11/06,,4.0,Muy satisfecho,17982
ES_20265,2023-01-27,1.0,1.0,Muy satisfecho,18111
ES_367496,2022/12/05,5.0,2.0,Insatisfecho,18157
