ID,FechaReporte,TipoIncidente,Gravedad,AreaRecreativaID
IS_284847,2023/05/16,Robo,Baja~,18542
IS_755880,2022-12-28,Comportamiento inadecuado,Alta,17844
IS_690111,2023/03/20,Comportamiento inadecuado,Media,5654045
IS_760798,2023-01-15,Daño estructural,Baja,5219924
IS_861561,2023/07/02,Comportamiento inadecuado,Baja,18108
IS_111162,2023-04-10,Daño estructural,Baja,18185
IS_960780,2023/01/06,Comportamiento inadecuado,Media,17619
IS_453021,2022-11-27,Vandalismo,Baja,7144369
IS_202274,2023-01-19,Vandalismo,Alta,18062
IS_190539,2022/12/04,Robo,Baja,7862436
IS_935519,2023/05/05,Comportamiento inadecuado,Baja,18196
IS_715589,2022/11/08,,Baja,17430
IS_453955,2024/08/10,Vandalismo,Baja,7613585
IS_477661,2023-05-02,Daño estructural,Alta,16919
IS_714729,2023/09/08,Robo,Media,17260
IS_886812,2023-02-18,Daño estructural,Baja,18094
IS_199670,2024/03/13,Robo,Alta,18174
IS_764304,2024-08-25,Daño estructural,Baja,17130
IS_922712,2023-07-19,Daño estructural,Alta,18257
IS_627382,2023/07/01,Comportamiento inadecuado,Media,18476
IS_967049,2023-05-18,,Media,18068
IS_257151,2024/09/18,Comportamiento inadecuado,Alta,17970
IS_457185,2023/10/10,Vandalismo,Baja,4990656
IS_708190,2023/01/12,Comportamiento inadecuado,Alta,17286
IS_735054,2024/08/25,Daño estructural,Media,18067
IS_78881,2023-07-23,Daño estructural,Media,17711
IS_862252,2023-03-24,Vandalismo,Media,17559
IS_57409,2024/07/23,Robo,Baja,18473
IS_288564,2023/06/10,Vandalismo,Media,9237483
IS_109678,2023/10/24,Vandalismo,Alta,17090
IS_999862,2023/09/26,Vandalismo,Baja,18178
IS_122995,2024/02/03,,Media,18230
IS_414214,2023/02/17,Vandalismo,Alta,17866
IS_73314,2023-08-05,Daño estructural,Media,5654059
IS_926783,2023-10-14,Comportamiento inadecuado,Media,17942
IS_51505,2023-10-12,Robo,Baja,16752
IS_530030,2022-12-30,Comportamiento inadecuado,Media,17525
IS_251492,2023-11-04,Robo,Baja,17768
IS_635099,2023-08-14,Comportamiento inadecuado,Baja,17576
IS_300920,2022-12-28,,Alta,8914012
IS_44629,2024-03-16,Robo,Media,16912
IS_9621,2023/04/15,Daño estructural,Media~,5240280
IS_20627,2024/05/06,,Media,17739
IS_237303,2022/11/28,Daño estructural,Media*,17677
IS_66732,2024/05/22,Vandalismo,Alta,17715
IS_194582,2024-02-14,,Media,17086
IS_791927,2024/03/29,Comportamiento inadecuado,Baja,8799532
IS_922806,2024-09-25,Robo,Alta,7886698
IS_124475,2023-11-08,Vandalismo,Alta,6819620
IS_296753,2023-12-27,Comportamiento inadecuado,Media,18041
IS_653773,2023-10-23,Comportamiento inadecuado,Alta,18444
IS_314059,2023/06/29,Daño estructural,Media,3567539
IS_893344,2024-05-23,,Alta,17853
IS_374770,2023/12/04,Comportamiento inadecuado,Baja,3573208
IS_911621,2024-03-06,Daño estructural,Baja,7902152
IS_750376,2024/07/18,Daño estructural,Media,18115
IS_452902,2024-02-20,Comportamiento inadecuado,Alta~,4985933
IS_34670,2024/01/02,Comportamiento inadecuado,Baja,9179375
IS_248420,2024-07-06,Daño estructural,Alta,5178865
IS_498884,2022/10/30,Robo,Baja,16856
IS_910608,2024/05/11,Vandalismo,Alta,4749896
IS_522821,2022-11-23,Comportamiento inadecuado,Alta,5158912
IS_577956,2024-06-28,Daño estructural,Alta,17038
IS_166091,2024-03-19,Robo,Media_,17367
IS_320215,2023/06/17,Comportamiento inadecuado,Media*,18009
IS_363759,2023-07-25,Vandalismo,Alta,9293991
IS_963671,2024-03-20,Vandalismo,Baja,18217
IS_796624,2023-04-22,Robo,Media,16928
IS_483021,2023-08-10,Robo,Media_,17144
IS_377346,2024/09/06,Comportamiento inadecuado,Alta,4792795
IS_922347,2023/07/18,,Baja,5133174
IS_157810,2023/11/04,Comportamiento inadecuado,Alta,17430
IS_729447,2023/03/16,Daño estructural,Alta,17509
IS_124734,2023-03-27,Daño estructural,Baja,18010
IS_324669,2023/06/27,Robo,Media,16725
IS_291659,2024-04-08,Vandalismo,Baja,17922
IS_245069,2023/11/27,Comportamiento inadecuado,Media,17866
IS_557152,2024-03-07,Daño estructural,Alta,17055
IS_219422,2023-07-24,Daño estructural,Media*,18391
IS_98183,2023-11-25,Daño estructural,Alta,16744
IS_510696,2023-11-10,Robo,Media_,18276
IS_811016,2024-08-14,Robo,Alta,17284
IS_249915,2024-06-05,Daño estructural,Media,4988302
IS_331614,2023-01-31,Daño estructural,Alta,17179
IS_267282,2022-11-30,Comportamiento inadecuado,Media~,17455
IS_307324,2022/11/19,Daño estructural,Baja,18086
IS_304350,2023/07/19,Daño estructural,Alta,17718
IS_525233,2023/05/03,Vandalismo,Alta,17435
IS_189389,2024/02/21,Daño estructural,Baja,4985933
IS_349034,2023-05-14,Robo,Baja,18130
IS_648530,2024/08/07,Vandalismo,Media,5272342
IS_345800,2022/11/04,Daño estructural,Media,5219935
IS_286488,2024-06-18,Robo,Baja,17592
IS_322856,2023/06/23,Daño estructural,Media,17811
IS_119901,2023-08-19,Vandalismo,Media,18296
IS_821045,2023-07-07,Comportamiento inadecuado,Baja,17753
IS_773672,2023-07-14,Vandalismo,Alta,18222
IS_786532,2024-08-02,Comportamiento inadecuado,Media,17169
IS_155504,2023-01-25,Robo,Media~,18259
IS_785364,2023/12/17,Daño estructural,Media,17824
IS_559011,2024-09-06,Vandalismo,Alta*,17127
IS_400435,2023/05/30,Vandalismo,Baja,18361
IS_287457,2023/02/03,Comportamiento inadecuado,Baja,5241177
IS_138130,2024-08-01,Robo,Alta,17726
IS_352833,2022/12/15,Comportamiento inadecuado,Baja,17462
IS_887130,2023/04/17,Robo,Alta,18598
IS_160920,2024/09/12,Vandalismo,Alta,3971913
IS_688312,2023/09/02,Comportamiento inadecuado,Media,18231
IS_300493,2022/12/07,Comportamiento inadecuado,Alta,18304
IS_940906,2024/03/29,,Baja,16657
IS_933899,2023-02-18,Vandalismo,Alta,17173
IS_64614,2024/07/22,Daño estructural,Baja,17257
IS_500673,2023-12-27,Comportamiento inadecuado,Media,6819614
IS_812178,2024/05/28,Robo,Baja~,8799606
IS_861065,2024-04-04,Robo,Media,18065
IS_301714,2023/09/05,Comportamiento inadecuado,Media,17820
IS_759518,2023/01/07,Daño estructural,Baja,461183
IS_808046,2023/04/28,Vandalismo,Baja,17193
IS_426843,2024-06-07,Vandalismo,Alta,18329
IS_685898,2024/01/16,Robo,Alta_,52179
IS_863245,2022-11-02,Vandalismo,Baja,17537
IS_736270,2024/09/16,Robo,Media,52222
IS_491853,2023-04-16,,Baja,17276
IS_644082,2023-02-24,Robo,Baja,17822
IS_155214,2024/03/14,Daño estructural,Alta,17767
IS_901876,2023-04-06,,Alta,5246190
IS_496900,2023-06-14,Daño estructural,Alta,18602
IS_383079,2023-02-28,Comportamiento inadecuado,Alta,17835
IS_137611,2024/10/01,Daño estructural,Media,17975
IS_380941,2023/09/04,Daño estructural,Baja,17855
IS_813444,2024/08/03,,Baja,17758
IS_8415,2024/04/03,Daño estructural,Media,7126078
IS_240674,2022/12/28,Comportamiento inadecuado,Alta,17716
IS_293692,2023/09/23,Comportamiento inadecuado,Media,18045
IS_351198,2022-12-09,Daño estructural,Alta_,17622
IS_117518,2024-09-04,Comportamiento inadecuado,Alta,3740686
IS_212769,2023/02/21,Robo,Baja,461183
IS_283985,2023-10-07,Comportamiento inadecuado,Alta,18039
IS_831504,2022-12-20,Vandalismo,Media,7144275
IS_823155,2023/02/08,Vandalismo,Alta,5220679
IS_622680,2022/12/14,Daño estructural,Baja,18296
IS_443702,2022-11-05,Vandalismo,Media,451348
IS_281643,2023/05/22,Daño estructural,Alta,18372
IS_174758,2022-11-05,,Media_,17670
IS_422584,2024-04-22,,Media,17190
IS_676414,2023-02-22,,Alta,7248199
IS_57975,2023-09-16,,Media,18387
IS_342013,2023/11/20,Robo,Alta,16700
IS_537498,2023-01-05,,Baja,17327
IS_686452,2022/12/09,Daño estructural,Baja,17533
IS_102002,2024-03-02,Vandalismo,Baja,18581
IS_150392,2023-01-12,Vandalismo,Media,52049
IS_967175,2024/09/19,Comportamiento inadecuado,Alta*,18281
IS_389692,2024/03/03,Vandalismo,Baja*,18022
IS_779749,2023/05/24,Robo,Media,17594
IS_258853,2023/05/26,Daño estructural,Baja,18581
IS_31300,2024/10/03,Vandalismo,Media,6819611
IS_740656,2023-07-26,Comportamiento inadecuado,Alta,5246180
IS_775083,2023/04/14,Vandalismo,Media,5237137
IS_605826,2023-07-31,Daño estructural,Media,7129053
IS_481792,2022-10-31,Robo,Alta,17338
IS_729382,2023/09/24,Daño estructural,Baja,5246182
IS_499965,2023-08-06,Robo,Alta,18223
IS_481093,2023/08/27,Comportamiento inadecuado,Alta,9237040
IS_617073,2024/08/22,Comportamiento inadecuado,Baja~,17950
IS_856860,2024-09-21,Robo,Alta_,17948
IS_514610,2023-11-20,Vandalismo,Media,17591
IS_943786,2023-10-22,Comportamiento inadecuado,Media,17485
IS_699324,2023-01-03,Robo,Alta,7908048
IS_596867,2023-05-08,Comportamiento inadecuado,Baja,18313
IS_120987,2024-08-04,Comportamiento inadecuado,Media,17012
IS_402998,2023-12-01,Vandalismo,Baja,5272342
IS_356608,2023/12/07,Vandalismo,Alta*,18086
IS_331861,2024-10-08,Robo,Baja,16725
IS_950240,2022/12/28,Comportamiento inadecuado,Media,16859
IS_318344,2023/07/28,Robo,Media,18140
IS_842913,2023/12/22,Daño estructural,Baja,17504
IS_89717,2023-11-02,Robo,Alta,18339
IS_712115,2022/12/16,Comportamiento inadecuado,Media,17083
IS_335539,2024-01-30,Vandalismo,Baja_,17624
IS_621424,2024/01/27,Vandalismo,Alta,16793
IS_150920,2024-03-07,Comportamiento inadecuado,Baja,18282
IS_991819,2023-11-05,Comportamiento inadecuado,Media,17343
IS_39152,2024/01/01,Comportamiento inadecuado,Alta,17687
IS_54676,2023-04-06,Vandalismo,Media,17506
IS_145902,2023/01/23,Vandalismo,Alta,17201
IS_214596,2022/10/24,Comportamiento inadecuado,Alta,16740
IS_491356,2024-01-08,,Alta,18561
IS_898518,2023/02/02,Robo,Baja,17064
IS_345870,2024-07-23,Robo,Baja,17655
IS_327056,2023/10/23,Robo,Baja,9049658
IS_854098,2024-01-25,Robo,Alta,17163
IS_656741,2023-05-17,Vandalismo,Alta,17892
IS_277020,2023/06/21,Vandalismo,Media,18118
IS_113284,2024/09/10,,Alta,18556
IS_415684,2022/12/11,Vandalismo,Alta,16750
IS_194056,2024-07-16,Comportamiento inadecuado,Baja,17315
IS_951485,2022-12-02,Comportamiento inadecuado,Baja,18168
IS_475822,2024/06/01,Vandalismo,Baja_,52202
IS_374716,2023-04-24,Daño estructural,Alta,461342
IS_26732,2023-08-05,Comportamiento inadecuado,Baja,18559
IS_36691,2023/10/13,Comportamiento inadecuado,Media,8799633
IS_337406,2024/04/07,Comportamiento inadecuado,Media,5237135
IS_253248,2023/08/06,Robo,Alta,17779
IS_265122,2024/10/04,Robo,Media,7861574
IS_788405,2023-12-13,Comportamiento inadecuado,Alta,7356671
IS_208591,2023/05/06,Robo,Alta,17119
IS_145597,2024/05/26,Daño estructural,Baja,17575
IS_567843,2024/06/27,Comportamiento inadecuado,Alta*,17122
IS_734436,2023/02/15,Daño estructural,Baja,16866
IS_728374,2023-05-27,Vandalismo,Media,5219515
IS_114786,2024-09-26,Vandalismo,Alta,16888
IS_320211,2024/06/10,Comportamiento inadecuado,Media,18305
IS_342093,2024-02-03,Comportamiento inadecuado,Baja,17885
IS_585572,2022/12/17,Comportamiento inadecuado,Baja,17687
IS_597609,2022-12-18,Daño estructural,Media,18355
IS_183297,2023-02-04,,Media,17427
IS_457116,2024-01-19,Comportamiento inadecuado,Media,18325
IS_197971,2023-08-22,Comportamiento inadecuado,Media,52054
IS_985036,2023/09/24,Vandalismo,Alta,16879
IS_724506,2023/02/04,Robo,Alta_,17584
IS_384774,2022/12/04,Robo,Alta,17152
IS_774819,2024/04/11,Comportamiento inadecuado,Media,8798266
IS_210545,2023/01/14,Daño estructural,Media~,6909670
IS_797959,2023/11/30,Daño estructural,Alta,52141
IS_901945,2024/04/29,Robo,Media,16879
IS_895492,2023-10-21,Vandalismo,Alta,8799638
IS_751639,2023/05/17,Daño estructural,Alta,7248199
IS_862296,2024/05/17,Vandalismo,Alta,5654018
IS_908370,2024-08-28,Robo,Alta,8786012
IS_706688,2023/06/21,Comportamiento inadecuado,Baja,9243145
IS_364290,2024-01-27,Robo,Baja,18256
IS_552081,2023-05-13,Robo,Baja,17144
IS_311759,2023/12/16,Comportamiento inadecuado,Alta,7247845
IS_922983,2023/07/28,Robo,Alta~,18475
IS_341128,2024/03/17,,Alta,7129053
IS_645711,2024/09/03,Robo,Baja~,52111
IS_505334,2024-02-17,,Alta,5653899
IS_955406,2023/07/21,Comportamiento inadecuado,Baja,18480
IS_491301,2022/12/02,Robo,Alta~,17675
IS_156903,2023-07-08,Robo,Alta,52170
IS_151252,2023/08/02,Daño estructural,Alta,4988362
IS_676955,2023/08/24,Vandalismo,Media,5199521
IS_919233,2023-11-16,Daño estructural,Alta,16830
IS_69089,2024-06-30,,Alta~,5213825
IS_782030,2023-06-07,Comportamiento inadecuado,Baja,17090
IS_770619,2023/04/19,Comportamiento inadecuado,Baja,17307
IS_653231,2023-05-01,Robo,Alta,3573057
IS_551387,2022/12/28,,Media,18402
IS_817997,2024/07/13,Robo,Alta,17301
IS_816687,2024/06/02,Daño estructural,Baja~,18465
IS_458027,2024/05/20,Daño estructural,Media,17198
IS_568978,2023/08/10,Comportamiento inadecuado,Media,17491
IS_992056,2024-01-16,Robo,Baja,16984
IS_431992,2024-01-25,Robo,Baja*,17989
IS_211677,2023/08/25,Comportamiento inadecuado,Alta,17981
IS_974867,2023/01/27,Daño estructural,Baja,18477
IS_877565,2022-12-22,Comportamiento inadecuado,Media,17689
IS_575454,2023/10/11,Comportamiento inadecuado,Baja,16867
IS_954337,2024/09/04,Vandalismo,Alta,18399
IS_980474,2022-11-02,Vandalismo,Alta,17611
IS_992787,2023/01/07,Vandalismo,Baja,17251
IS_511177,2022/11/08,Comportamiento inadecuado,Alta,17123
IS_714779,2024-03-10,Comportamiento inadecuado,Media*,18520
IS_879601,2024-04-21,Comportamiento inadecuado,Media,3573330
IS_962425,2024-09-07,Comportamiento inadecuado,Alta,7125254
IS_347111,2022-10-24,Comportamiento inadecuado,Baja,16906
IS_934568,2023/09/14,Vandalismo,Media,8799551
IS_70116,2022/12/10,Robo,Baja_,16780
IS_29361,2023-02-22,Robo,Baja,16985
IS_60555,2023/07/26,Vandalismo,Alta,17711
IS_763213,2024-05-21,Robo,Baja,18385
IS_986140,2024/08/12,Daño estructural,Baja,451569
IS_794619,2024-05-09,,Baja~,7130041
IS_188600,2024-09-23,Robo,Baja_,18253
IS_2734,2024/01/31,Vandalismo,Media,5653971
IS_991141,2023-12-03,Comportamiento inadecuado,Alta,16815
IS_329124,2024/02/13,Vandalismo,Media,5653825
IS_191148,2024/10/02,Comportamiento inadecuado,Alta,17788
IS_416527,2023-12-25,Robo,Baja,17931
IS_874586,2023/10/02,Daño estructural,Baja,17430
IS_575492,2022-11-29,Robo,Media,17725
IS_342861,2023-06-03,Comportamiento inadecuado,Media,17345
IS_883091,2023-08-15,Robo,Baja,7126154
IS_661289,2023/01/28,,Baja,18433
IS_317982,2023/03/31,Daño estructural,Baja,9503906
IS_207564,2024/09/19,Comportamiento inadecuado,Alta,17910
IS_938058,2023/11/04,Daño estructural,Alta,17548
IS_68546,2023/09/10,,Media,16657
IS_696441,2024/04/07,Comportamiento inadecuado,Baja*,17377
IS_813668,2024/01/30,Robo,Media,5246182
IS_367091,2024/05/28,Vandalismo,Baja,17580
IS_383621,2024-03-27,Vandalismo,Media,8775334
IS_26788,2024/04/05,Daño estructural,Alta~,5219930
IS_15340,2023-09-30,Comportamiento inadecuado,Alta,17426
IS_517815,2024/08/15,Vandalismo,Alta,7126585
IS_651269,2024-06-21,Daño estructural,Baja,17799
IS_911001,2023/09/13,Vandalismo,Baja,18440
IS_893933,2022/10/15,Comportamiento inadecuado,Media*,17715
IS_839578,2024-05-24,Daño estructural,Media,17934
IS_81732,2024/06/10,Daño estructural,Baja,9271963
IS_54575,2024/05/24,Robo,Alta*,17325
IS_226903,2022/12/18,Comportamiento inadecuado,Baja,17655
IS_780411,2024/04/02,Comportamiento inadecuado,Baja,8775337
IS_44958,2024-09-01,Daño estructural,Alta,7248199
IS_180013,2023/05/10,Vandalismo,Baja,9397047
IS_237721,2022-10-24,Daño estructural,Alta,17043
IS_464113,2022/11/22,Comportamiento inadecuado,Media,17513
IS_961227,2022-12-20,Robo,Baja,17090
IS_272598,2024-04-14,,Media,18411
IS_197632,2024/09/17,Comportamiento inadecuado,Baja,18557
IS_442129,2023/05/11,Comportamiento inadecuado,Baja,52128
IS_96229,2024-03-01,Robo,Baja,4730835
IS_138917,2024/05/07,Robo,Media*,18078
IS_465770,2024-05-24,Robo,Alta,5237124
IS_621767,2024-06-04,Robo,Media,16861
IS_231333,2024-08-31,Robo,Media,16904
IS_383555,2023/05/21,Robo,Baja,16930
IS_19440,2022-11-27,Comportamiento inadecuado,Media,18220
IS_416143,2024-08-31,,Baja,52192
IS_939485,2023/10/02,Comportamiento inadecuado,Alta*,17605
IS_227013,2024-03-15,Daño estructural,Alta,16905
IS_693222,2023-08-26,Vandalismo,Media,17805
IS_321975,2023/12/13,,Baja,7021646
IS_457113,2024-08-06,Robo,Baja,17566
IS_97609,2024-08-25,Vandalismo,Media,18283
IS_449250,2023-01-07,Daño estructural,Media~,17908
IS_255810,2023-05-30,Daño estructural,Alta,17014
IS_978230,2022-11-22,Comportamiento inadecuado,Baja,17942
IS_984517,2023/05/26,Comportamiento inadecuado,Media,17963
IS_47240,2024-05-22,Robo,Media,18211
IS_393315,2023-06-11,Vandalismo,Baja,17688
IS_145808,2024-05-06,Vandalismo,Alta,16955
IS_343027,2023-07-25,,Alta,5237112
IS_620871,2024-04-12,Comportamiento inadecuado,Baja,17928
IS_143135,2022-12-11,Comportamiento inadecuado,Alta,17215
IS_281358,2024/09/19,Robo,Media,17272
IS_614209,2024/03/03,Daño estructural,Media,16727
IS_648383,2024-07-30,Vandalismo,Baja,18419
IS_814223,2023/10/22,,Baja,9177985
IS_458947,2024/01/31,Comportamiento inadecuado,Media,16757
IS_13373,2023-03-26,Robo,Media,52207
IS_165913,2024-09-16,Robo,Baja,17662
IS_591439,2023/01/14,Vandalismo,Baja,17467
IS_41437,2023/04/09,,Alta*,17933
IS_564481,2024/08/31,Vandalismo,Media,17751
IS_291439,2023-01-18,Daño estructural,Baja,18418
IS_595588,2023-07-02,,Media,17310
IS_940700,2024/08/10,Vandalismo,Baja*,52121
IS_679906,2022-11-04,Daño estructural,Baja,18628
IS_329067,2024/09/04,Comportamiento inadecuado,Media,17646
IS_952989,2023-02-15,Daño estructural,Alta,18468
IS_450697,2024-01-27,Comportamiento inadecuado,Alta,17753
IS_125265,2024/02/27,Comportamiento inadecuado,Media,7591499
IS_147053,2023/02/28,Robo,Alta,18085
IS_875277,2022-12-28,Daño estructural,Baja,17737
IS_644641,2024-10-04,Daño estructural,Baja,18517
IS_581485,2024/04/30,Daño estructural,Media,17318
IS_62403,2023/12/10,,Alta,8891581
IS_648393,2022-11-11,Comportamiento inadecuado,Media,5241169
IS_228553,2023/03/26,Vandalismo,Alta,16754
IS_319661,2024-03-03,Robo,Alta,17334
IS_653123,2023-01-03,Daño estructural,Media,17539
IS_992629,2023/10/31,Vandalismo,Alta,17163
IS_505245,2023/07/16,Comportamiento inadecuado,Alta,17743
IS_525794,2023/06/14,,Baja,5653960
IS_308201,2023/06/21,,Baja,17389
IS_68350,2024/01/18,Comportamiento inadecuado,Alta,17561
IS_539999,2023-11-03,Daño estructural,Baja,18091
IS_899647,2023/05/04,Daño estructural,Baja*,6905562
IS_855942,2023-03-30,Robo,Media*,8907324
IS_930506,2024-04-26,Vandalismo,Baja,52174
IS_464515,2024-06-20,Daño estructural,Baja~,18134
IS_648617,2023-04-15,Daño estructural,Baja~,7107693
IS_8436,2023-01-19,Robo,Alta,18286
IS_175664,2024/01/08,Comportamiento inadecuado,Media,17812
IS_766632,2023/06/12,Daño estructural,Media,5231441
IS_172392,2024-07-17,Daño estructural,Media,18192
IS_833254,2023-01-01,Robo,Alta,4737814
IS_660709,2023/01/29,Comportamiento inadecuado,Baja,7908163
IS_926595,2023-05-09,Comportamiento inadecuado,Baja,18169
IS_149721,2023-03-25,Robo,Media,461342
IS_667891,2024-04-04,Vandalismo,Alta,52169
IS_409256,2022/11/04,Robo,Media,9261936
IS_840631,2023/03/06,Comportamiento inadecuado,Baja,17256
IS_505666,2024-09-01,Robo,Alta,16830
IS_753731,2024-08-20,Vandalismo,Baja,16934
IS_607744,2023-10-31,Comportamiento inadecuado,Media,17275
IS_554037,2023-09-05,Vandalismo,Alta,17140
IS_442473,2023-07-22,,Media,7903120
IS_712318,2023-03-28,Comportamiento inadecuado,Alta,17712
IS_520901,2022-12-05,Vandalismo,Alta,451521
IS_500466,2024/07/30,Vandalismo,Alta*,18432
IS_673102,2024-06-15,Comportamiento inadecuado,Baja*,18189
IS_10368,2023-04-28,Vandalismo,Alta,8799638
IS_80902,2024/03/14,Robo,Media,18625
IS_226934,2024-07-27,Daño estructural,Alta,9391954
IS_145545,2024/02/15,Robo,Baja,17590
IS_954112,2024/04/20,Daño estructural,Alta,52176
IS_924421,2023-07-13,Comportamiento inadecuado,Alta,18422
IS_4710,2022-10-12,Vandalismo,Media,16849
IS_144260,2023-11-04,Comportamiento inadecuado,Media,17942
IS_490500,2024/02/20,Comportamiento inadecuado,Alta,18578
IS_311776,2022/10/20,Robo,Baja,17002
IS_398125,2024/08/31,Daño estructural,Alta,17892
IS_605183,2024/06/10,Robo,Alta,17242
IS_352973,2024/08/30,Daño estructural,Media,8799540
IS_312601,2023/09/18,,Baja~,17521
IS_4613,2023-07-13,Daño estructural,Baja~,5246199
IS_521619,2023-08-05,Comportamiento inadecuado,Media~,17912
IS_733637,2022/10/15,Daño estructural,Alta,17882
IS_886315,2024/01/16,Vandalismo,Media,3991326
IS_136169,2023-01-14,Robo,Alta,17400
IS_798130,2022/11/18,Daño estructural,Alta,52095
IS_7066,2022/11/25,Robo,Media,17381
IS_816361,2023/12/17,Comportamiento inadecuado,Baja,17802
IS_639068,2023-05-20,,Baja,18058
IS_761727,2023/08/09,Robo,Alta,5219932
IS_656223,2024-01-22,Daño estructural,Baja,52187
IS_334778,2024-08-12,Vandalismo,Baja,17572
IS_577831,2024/05/25,Comportamiento inadecuado,Baja,16837
IS_709418,2023-08-26,Robo,Media,18615
IS_216580,2023/07/29,Daño estructural,Media,17539
IS_702550,2022-10-31,Comportamiento inadecuado,Alta,17312
IS_456840,2023-03-25,Vandalismo,Media,16756
IS_619802,2023-03-08,Vandalismo,Media,5240284
IS_692655,2022/10/13,Daño estructural,Baja,18544
IS_455502,2024-08-04,Daño estructural,Alta,16671
IS_882710,2023-09-01,Robo,Alta,17653
IS_218063,2024/05/12,Daño estructural,Baja,17446
IS_196948,2023-12-27,Vandalismo,Baja,18215
IS_175937,2023-10-03,Daño estructural,Baja,17771
IS_614851,2024-03-08,Comportamiento inadecuado,Alta,17846
IS_998196,2024-04-12,Robo,Baja,52222
IS_964811,2023-06-04,Daño estructural,Media,7882656
IS_842548,2022/11/19,Daño estructural,Alta,17504
IS_178701,2023-12-01,,Media,18045
IS_318444,2024-08-25,Vandalismo,Media,17784
IS_353418,2023-12-14,,Media,16976
IS_958442,2024-02-10,Comportamiento inadecuado,Baja_,17454
IS_480216,2024-04-06,Vandalismo,Media,18197
IS_10217,2022/12/19,Vandalismo,Alta,17025
IS_761572,2024-05-17,Vandalismo,Media,16977
IS_527666,2023-04-24,Robo,Baja,8775331
IS_1691,2023/09/10,Comportamiento inadecuado,Alta,18232
IS_950329,2023/12/24,Vandalismo,Baja,18382
IS_791458,2023/02/12,Vandalismo,Baja,7107694
IS_980543,2023/12/06,Vandalismo,Media,18415
IS_707024,2022/11/25,Daño estructural,Alta,9261936
IS_449417,2024-04-04,Vandalismo,Media_,18617
IS_434088,2023/01/30,,Alta,16890
IS_192081,2023-07-20,Robo,Alta,52051
IS_519701,2024/07/10,Vandalismo,Baja,17682
IS_547380,2024-07-01,Daño estructural,Baja,7538071
IS_44152,2022-12-22,Robo,Alta,18148
IS_89219,2023/01/06,Vandalismo,Baja*,8785833
IS_114975,2024-09-23,Daño estructural,Media,18477
IS_810659,2023-09-05,Vandalismo,Baja,16895
IS_102728,2023-01-30,Robo,Media,18261
IS_50202,2023/06/29,Robo,Alta,18151
IS_409374,2023-07-07,Robo,Media,17313
IS_497589,2023-01-10,Robo,Media,16668
IS_801091,2023/05/11,Comportamiento inadecuado,Media,5240286
IS_13574,2023/05/21,Vandalismo,Alta,461181
IS_514553,2023-03-12,Daño estructural,Alta,17855
IS_283722,2024/09/18,Daño estructural,Baja,17342
IS_560699,2022-11-16,,Baja~,5237121
IS_791558,2022/12/14,Robo,Baja,17649
IS_857709,2023-04-14,Daño estructural,Media,52902
IS_921674,2023/12/12,Vandalismo,Alta,18218
IS_477800,2024-06-30,,Alta,8780092
IS_955166,2023/06/12,Comportamiento inadecuado,Baja_,6819625
IS_302742,2023-07-01,Daño estructural,Media,8891609
IS_305579,2024/02/05,Robo,Baja,4988217
IS_308374,2023-06-02,Robo,Baja,8776081
IS_737433,2024/01/27,Robo,Baja~,5218552
IS_642506,2023-07-21,Robo,Baja,7835585
IS_880503,2023-12-16,,Media,8914010
IS_737291,2023-09-02,Daño estructural,Alta,3568173
IS_972678,2023-01-22,Daño estructural,Alta,8776080
IS_527122,2023-05-26,Comportamiento inadecuado,Baja,6819622
IS_549094,2023/10/15,Daño estructural,Baja,17167
IS_575818,2023-03-26,Robo,Media,18458
IS_945236,2023/08/27,Robo,Baja~,16942
IS_651457,2022-12-15,Daño estructural,Alta,18351
IS_848544,2023-08-07,,Alta,16722
IS_690990,2023-07-06,Robo,Baja,17944
IS_586654,2024/07/24,,Alta,18067
IS_434612,2024/01/31,Vandalismo,Baja,9294501
IS_968906,2023/03/16,Robo,Media*,18285
IS_447749,2023-01-21,Robo,Baja,4730856
IS_198128,2023/08/29,Vandalismo,Media,17582
IS_502631,2024-06-08,Vandalismo,Media,5241174
IS_174486,2023/05/02,Robo,Alta,7853205
IS_819813,2023/05/13,Comportamiento inadecuado,Baja_,3990761
IS_781267,2024/08/07,Comportamiento inadecuado,Alta,16723
IS_682597,2023/01/23,Robo,Alta,18304
IS_316934,2023-11-21,Daño estructural,Baja,17483
IS_193815,2022/10/27,Daño estructural,Baja,17251
IS_338939,2022-12-11,Robo,Alta,16999
IS_862755,2023/08/02,,Alta,9348753
IS_604392,2024-04-08,,Alta~,17271
IS_137983,2024/05/27,Daño estructural,Alta,5174681
IS_909319,2022/10/28,Daño estructural,Baja,17525
IS_462914,2023/12/17,Vandalismo,Media,17432
IS_435723,2023/07/04,Daño estructural,Baja,16904
IS_580625,2022-11-30,Vandalismo,Alta,17375
IS_583895,2022-10-23,Vandalismo,Media,17871
IS_58129,2024-03-01,Vandalismo,Media,17796
IS_741855,2023/08/26,,Baja*,17687
IS_816859,2024/06/23,Robo,Media_,17215
IS_521804,2024/09/27,Comportamiento inadecuado,Baja,17737
IS_535609,2023/11/16,Comportamiento inadecuado,Media,17136
IS_610351,2024-06-29,Robo,Media,7802464
IS_576164,2023-10-10,Vandalismo,Baja,18394
IS_441288,2023/05/19,Daño estructural,Media,52054
IS_825064,2023/01/06,Daño estructural,Alta,17755
