ID,FechaIntervencion,TipoIntervencion,EstadoPrevio,EstadoPosterior,JuegoID,IncidenciaID
MA_013757,2024-10-11,Preventivo,Operativo,Operativo,JG_150352,
MA_013758,10/11/2024,Preventivo,Operativo,Operativo,JG_926627,
MA_013759,2024-10-11,Preventivo,Operativo,Operativo,JG_368425,
MA_013760,,Preventivo,Operativo,Operativo,JG_879677,
MA_013761,2024-10-11,Preventivo,Operativo,Operativo,JG_449949,
MA_013762,2024-10-11,Preventivo,Operativo,Operativo,JG_779893,
MA_013763,,Preventivo,Operativo,Operativo,JG_796149,
MA_013764,2024-10-11,Prevetivo,,Operativo,JG_356788,
MA_013765,2024-10-11,Preventivo,Operativo,Operativo,JG_842135,
MA_013766,,Preventivo,Operativo,Operativo,JG_605924,
MA_013767,2024-10-11,Preventivo,,Operativo,JG_980420,
MA_013768,2024-10-11,Preventivo,,Operativo,JG_815253,
MA_013769,11-10-2024,Preventivo,Operativo,,JG_884399,
MA_013770,2024-10-11,Prevetivo,Operativo,Operativo,JG_52863,
MA_013771,2024-10-11,Preventivo,Operativo,Operativo,JG_929134,
MA_013772,10/11/2024,Preventivo,Operativo,Operativo,JG_854333,
MA_013773,2024-10-11,Preventivo,Operativo,Operativo,JG_818196,
MA_013774,2024-10-11,Prevetivo,Operativo,Operativo,JG_190348,
MA_013775,2024-10-11,Preventivo,Operativo,Operativo,JG_244718,
MA_013776,2024-10-11,Preventivo,Operativo,Operativo,JG_516960,
MA_013777,2024-10-11,Preventivo,Operativo,,JG_343752,
MA_013778,2024-10-11,Preventivo,Operativo,Operativo,JG_363081,
MA_013779,2024.10.11,Preventivo,Operativo,Operativo,JG_317097,
MA_013780,2024-10-11,Prevetivo,Operativo,Operativo,JG_668259,
MA_013781,2024-10-11,Preventivo,Operativo,Operativo,JG_885242,
MA_013782,2024-10-11,Preventivo,Operativo,Operativo,JG_580623,
MA_013783,2024-10-11,Prevetivo,Operativo,Operativo,JG_179080,
MA_013784,2024-10-11,Preventivo,Operativo,Operativo,JG_461400,
MA_013785,2024-10-11,Preventivo,Operativo,Operativo,JG_911645,
MA_013786,2024-10-11,Preventivo,Operativo,Operativo,JG_600243,
MA_013787,2024-10-11,Preventivo,Operativo,Operativo,JG_351957,
MA_013788,,Preventivo,Operativo,,JG_427783,
MA_013789,,Preventivo,Operativo,Operativo,JG_819373,
MA_013790,2024.10.11,Preventivo,,Operativo,JG_250354,
MA_013791,2024-10-11,Preventivo,Operativo,,JG_686918,
MA_013792,2024-10-11,Preventivo,Operativo,Operativo,JG_862018,
MA_013793,2024-10-11,Preventivo,Operativo,Operativo,JG_384364,
MA_013794,2024-10-11,Preventivo,Operativo,Operativo,JG_9395,
MA_013795,2024-10-11,Preventivo,Operativo,Operativo,JG_611183,
MA_013796,2024-10-11,Preventivo,Operativo,Operativo,JG_724511,
MA_013797,11-10-2024,Preventivo,Operativo,Operativo,JG_191161,
MA_013798,2024-10-11,Preventivo,Operativo,Operativo,JG_15747,
MA_013799,2024-10-11,Preventivo,Operativo,Operativo,JG_459613,
MA_013800,,Preventivo,Operativo,Operativo,JG_870781,
MA_013801,2024-10-11,Preventivo,,Operativo,JG_728418,
MA_013802,,Preventivo,Operativo,Operativo,JG_185844,
MA_013803,,Preventivo,Operativo,Operativo,JG_776483,
MA_013804,2024-10-11,Preventivo,Operativo,,JG_946690,
MA_013805,2024-10-11,Preventivo,Operativo,,JG_993061,
MA_013806,2024-10-11,Preventivo,Operativo,Operativo,JG_570715,
MA_013807,2024-10-11,Preventivo,Operativo,Operativo,JG_200947,
MA_013808,2024-10-11,Preventivo,Operativo,Operativo,JG_871500,
MA_013809,2024-10-11,Preventivo,Operativo,Operativo,JG_44004,
MA_013810,2024-10-11,Preventivo,Operativo,Operativo,JG_642569,
MA_013811,2024-10-11,Preventivo,Operativo,Operativo,JG_182624,
MA_013812,2024-10-11,Preventivo,Operativo,,JG_936567,
MA_013813,2024-10-11,Preventivo,,Operativo,JG_113892,
MA_013814,,Preventivo,Operativo,Operativo,JG_602219,
MA_013815,2024-10-11,Preventivo,,Operativo,JG_877369,
MA_013816,2024-10-11,Preventivo,Operativo,Operativo,JG_787070,
MA_013817,2024-10-11,Preventivo,Operativo,Operativo,JG_865864,
MA_013818,,Preventivo,Operativo,Operativo,JG_226804,
MA_013819,2024-10-11,Preventivo,Operativo,Operativo,JG_713693,
MA_013820,2024-10-11,Preventivo,Operativo,Operativo,JG_526690,
MA_013821,2024-10-11,Prevetivo,Operativo,Operativo,JG_181294,
MA_013822,2024-10-11,Preventivo,Operativo,Operativo,JG_923381,
MA_013823,2024-10-11,Preventivo,Operativo,Operativo,JG_333005,
MA_013824,2024-10-11,Preventivo,Operativo,Operativo,JG_865654,
MA_013825,2024-10-11,Preventivo,Operativo,,JG_868229,
MA_013826,2024-10-11,Preventivo,Operativo,Operativo,JG_661094,
MA_013827,2024-10-11,Preventivo,Operativo,Operativo,JG_258142,
MA_013828,2024-10-11,Preventivo,Operativo,Operativo,JG_531232,
MA_013829,,Preventivo,Operativo,Operativo,JG_313929,
MA_013830,,Preventivo,,Operativo,JG_939504,
MA_013831,2024-10-11,Preventivo,Operativo,Operativo,JG_461573,
MA_013832,2024.10.11,Preventivo,,Operativo,JG_327799,
MA_013833,2024-10-11,Preventivo,Operativo,Operativo,JG_435936,
MA_013834,2024-10-11,Preventivo,Operativo,Operativo,JG_408992,
MA_013835,2024-10-11,Preventivo,Operativo,Operativo,JG_45317,
MA_013836,,Preventivo,Operativo,Operativo,JG_686670,
MA_013837,,Preventivo,Operativo,Operativo,JG_94767,
MA_013838,2024-10-11,Preventivo,Operativo,Operativo,JG_334313,
MA_013839,,Preventivo,Operativo,Operativo,JG_476835,
MA_013840,2024-10-11,Preventivo,Operativo,Operativo,JG_347876,
MA_013841,2024-10-11,Preventivo,Operativo,Operativo,JG_581574,
MA_013842,2024-10-11,Preventivo,Operativo,,JG_627508,
MA_013843,2024-10-11,Preventivo,Operativo,Operativo,JG_240282,
MA_013844,10/11/2024,Preventivo,Operativo,Operativo,JG_502236,
MA_013845,2024-10-11,Preventivo,Operativo,Operativo,JG_77061,
MA_013846,2024-10-11,Preventivo,Operativo,Operativo,JG_10405,
MA_013847,2024-10-11,Preventivo,Operativo,Operativo,JG_501505,
MA_013848,2024-10-11,Preventivo,Operativo,Operativo,JG_366953,
MA_013849,2024-10-11,Preventivo,Operativo,Operativo,JG_329067,
MA_013850,2024-10-11,Preventivo,Operativo,Operativo,JG_552181,
MA_013851,2024-10-11,Preventivo,Operativo,Operativo,JG_825538,
MA_013852,2024-10-11,Preventivo,Operativo,,JG_786640,
MA_013853,2024.10.11,Preventivo,Operativo,Operativo,JG_739904,
MA_013854,2024-10-11,Preventivo,Operativo,Operativo,JG_546887,
MA_013855,2024-10-11,Preventivo,Operativo,Operativo,JG_619901,
MA_013856,2024-10-11,Preventivo,Operativo,Operativo,JG_474491,
MA_013857,2024-10-11,Preventivo,,,JG_487568,
MA_013858,2024-10-11,Preventivo,,Operativo,JG_701811,
MA_013859,2024.10.11,Preventivo,Operativo,Operativo,JG_363155,
MA_013860,2024-10-11,Preventivo,Operativo,Operativo,JG_353319,
MA_013861,2024-10-11,Prevetivo,Operativo,Operativo,JG_107432,
MA_013862,2024-10-11,Preventivo,Operativo,Operativo,JG_584983,
MA_013863,2024-10-11,Preventivo,Operativo,Operativo,JG_591754,
MA_013864,2024-10-11,Preventivo,Operativo,Operativo,JG_228393,
MA_013865,2024-10-11,Preventivo,Operativo,Operativo,JG_531077,
MA_013866,2024-10-11,Preventivo,Operativo,Operativo,JG_745469,
MA_013867,10/11/2024,Preventivo,Operativo,Operativo,JG_774582,
MA_013868,2024-10-11,Preventivo,Operativo,Operativo,JG_569936,
MA_013869,10/11/2024,Preventivo,,Operativo,JG_481830,
MA_013870,11-10-2024,Preventivo,Operativo,Operativo,JG_815560,
MA_013871,2024-10-11,Preventivo,Operativo,Operativo,JG_427423,
MA_013872,2024-10-11,Preventivo,Operativo,,JG_297895,
MA_013873,2024-10-11,Preventivo,Operativo,Operativo,JG_776330,
MA_013874,2024-10-11,Prevetivo,Operativo,Operativo,JG_561997,
MA_013875,2024-10-11,Preventivo,Operativo,,JG_940982,
MA_013876,11-10-2024,Preventivo,Operativo,Operativo,JG_411294,
MA_013877,2024-10-11,Preventivo,Operativo,Operativo,JG_455993,
MA_013878,2024.10.11,Preventivo,Operativo,Operativo,JG_782707,
MA_013879,2024-10-11,Prevetivo,Operativo,Operativo,JG_904824,
MA_013880,2024-10-11,Preventivo,,Operativo,JG_545044,
MA_013881,2024-10-11,Preventivo,Operativo,Operativo,JG_897337,
MA_013882,2024-10-11,Prevetivo,Operativo,Operativo,JG_989785,
MA_013883,2024-10-11,Preventivo,Operativo,Operativo,JG_822905,
MA_013884,2024-10-11,Preventivo,,Operativo,JG_189885,
MA_013885,2024-10-11,Preventivo,,Operativo,JG_360293,
MA_013886,2024-10-11,Preventivo,Operativo,Operativo,JG_297131,
MA_013887,2024-10-11,Prevetivo,,Operativo,JG_300871,
MA_013888,2024-10-11,Preventivo,Operativo,Operativo,JG_55207,
MA_013889,2024-10-11,Preventivo,Operativo,Operativo,JG_850696,
MA_013890,2024-10-11,Preventivo,Operativo,Operativo,JG_287957,
MA_013891,2024-10-11,Preventivo,Operativo,Operativo,JG_407132,
MA_013892,,Preventivo,Operativo,Operativo,JG_571663,
MA_013893,,Preventivo,Operativo,,JG_664922,
MA_013894,2024-10-11,Preventivo,Operativo,Operativo,JG_60218,
MA_013895,2024-10-11,Preventivo,,,JG_473027,
MA_013896,2024-10-11,Preventivo,Operativo,Operativo,JG_398315,
MA_013897,2024-10-11,Preventivo,Operativo,Operativo,JG_386358,
MA_013898,2024-10-11,Preventivo,Operativo,Operativo,JG_381319,
MA_013899,2024-10-11,Preventivo,Operativo,,JG_60863,
MA_013900,2024-10-11,Preventivo,Operativo,Operativo,JG_112883,
MA_013901,2024-10-11,Preventivo,Operativo,Operativo,JG_407995,
MA_013902,2024-10-11,Preventivo,Operativo,Operativo,JG_918268,
MA_013903,2024-10-11,Preventivo,Operativo,Operativo,JG_979185,
MA_013904,2024-10-11,Preventivo,Operativo,Operativo,JG_157100,
MA_013905,11-10-2024,Preventivo,Operativo,Operativo,JG_249668,
MA_013906,,Preventivo,Operativo,Operativo,JG_499561,
MA_013907,,Preventivo,Operativo,Operativo,JG_915967,
MA_013908,2024-10-11,Preventivo,Operativo,Operativo,JG_834484,
MA_013909,2024-10-11,Preventivo,Operativo,Operativo,JG_217364,
MA_013910,2024-10-11,Preventivo,Operativo,,JG_187649,
MA_013911,2024-10-11,Preventivo,Operativo,,JG_459680,
MA_013912,2024-10-11,Preventivo,Operativo,Operativo,JG_724952,
MA_013913,2024-10-11,Prevetivo,Operativo,Operativo,JG_196419,
MA_013914,2024-10-11,Preventivo,Operativo,,JG_399117,
MA_013915,10/11/2024,Preventivo,Operativo,Operativo,JG_788768,
MA_013916,2024-10-11,Preventivo,Operativo,Operativo,JG_965346,
MA_013917,2024.10.11,Preventivo,Operativo,Operativo,JG_934926,
MA_013918,2024-10-11,Preventivo,Operativo,Operativo,JG_287627,
MA_013919,,Preventivo,Operativo,Operativo,JG_472699,
MA_013920,2024-10-11,Preventivo,Operativo,Operativo,JG_459554,
MA_013921,,Preventivo,Operativo,,JG_237879,
MA_013922,2024-10-11,Preventivo,Operativo,Operativo,JG_84059,
MA_013923,2024-10-11,Preventivo,Operativo,,JG_202921,
MA_013924,2024.10.11,Preventivo,Operativo,Operativo,JG_528609,
MA_013925,2024-10-11,Preventivo,Operativo,Operativo,JG_773778,
MA_013926,2024-10-11,Preventivo,Operativo,Operativo,JG_943952,
MA_013927,,Preventivo,Operativo,Operativo,JG_98220,
MA_013928,2024-10-11,Preventivo,Operativo,Operativo,JG_417762,
MA_013929,2024-10-11,Preventivo,Operativo,Operativo,JG_419680,
MA_013930,,Preventivo,Operativo,Operativo,JG_297610,
MA_013931,2024-10-11,Preventivo,,Operativo,JG_739337,
MA_013932,2024-10-11,Preventivo,Operativo,Operativo,JG_59594,
MA_013933,2024-10-11,Preventivo,Operativo,Operativo,JG_954560,
MA_013934,2024-10-11,Preventivo,Operativo,Operativo,JG_399390,
MA_013935,2024-10-11,Preventivo,Operativo,Operativo,JG_597082,
MA_013936,10/11/2024,Preventivo,Operativo,Operativo,JG_989706,
MA_013937,2024-10-11,Preventivo,Operativo,Operativo,JG_245729,
MA_013938,2024-10-11,Prevetivo,,Operativo,JG_805009,
MA_013939,2024-10-11,Preventivo,Operativo,Operativo,JG_459461,
MA_013940,,Prevetivo,Operativo,,JG_740476,
MA_013941,11-10-2024,Preventivo,Operativo,,JG_792812,
MA_013942,2024-10-11,Prevetivo,Operativo,Operativo,JG_436184,
MA_013943,2024-10-11,Preventivo,Operativo,Operativo,JG_637335,
MA_013944,2024-10-11,Preventivo,Operativo,Operativo,JG_335320,
MA_013945,2024-10-11,Preventivo,,Operativo,JG_808804,
MA_013946,,Preventivo,Operativo,Operativo,JG_902489,
MA_013947,,Preventivo,Operativo,Operativo,JG_639073,
MA_013948,10/11/2024,Preventivo,Operativo,Operativo,JG_558262,
MA_013949,2024-10-11,Preventivo,Operativo,Operativo,JG_172406,
MA_013950,,Preventivo,Operativo,Operativo,JG_583888,
MA_013951,2024-10-11,Preventivo,Operativo,Operativo,JG_582976,
MA_013952,2024-10-11,Prevetivo,Operativo,Operativo,JG_964271,
MA_013953,,Preventivo,Operativo,Operativo,JG_410518,
MA_013954,10/11/2024,Preventivo,Operativo,Operativo,JG_46461,
MA_013955,2024-10-11,Preventivo,Operativo,Operativo,JG_113514,
MA_013956,2024-10-11,Preventivo,,Operativo,JG_594440,
MA_013957,2024-10-11,Preventivo,Operativo,Operativo,JG_37698,
MA_013958,,Preventivo,Operativo,Operativo,JG_402932,
MA_013959,,Preventivo,Operativo,Operativo,JG_153435,
MA_013960,2024-10-11,Preventivo,Operativo,Operativo,JG_224609,
MA_013961,2024-10-11,Preventivo,Operativo,Operativo,JG_750409,
MA_013962,2024-10-11,Preventivo,Operativo,Operativo,JG_52525,
MA_013963,2024-10-11,Prevetivo,Operativo,Operativo,JG_498946,
MA_013964,2024-10-11,Prevetivo,Operativo,Operativo,JG_507513,
MA_013965,2024-10-11,Preventivo,Operativo,Operativo,JG_204809,
MA_013966,2024-10-11,Preventivo,Operativo,Operativo,JG_157272,
MA_013967,,Preventivo,Operativo,Operativo,JG_640425,
MA_013968,,Preventivo,Operativo,Operativo,JG_389930,
MA_013969,2024-10-11,Prevetivo,,Operativo,JG_766205,
MA_013970,2024-10-11,Preventivo,Operativo,Operativo,JG_985698,
MA_013971,2024-10-11,Preventivo,Operativo,,JG_930224,
MA_013972,,Preventivo,Operativo,Operativo,JG_568276,
MA_013973,2024-10-11,Prevetivo,Operativo,Operativo,JG_151730,
MA_013974,2024-10-11,Preventivo,,Operativo,JG_52753,
MA_013975,2024-10-11,Preventivo,Operativo,Operativo,JG_895079,
MA_013976,2024-10-11,Preventivo,Operativo,Operativo,JG_792656,
MA_013977,2024-10-11,Preventivo,Operativo,Operativo,JG_459255,
MA_013978,2024-10-11,Preventivo,Operativo,Operativo,JG_816654,
MA_013979,10/11/2024,Preventivo,Operativo,Operativo,JG_290932,
MA_013980,2024.10.11,Preventivo,Operativo,Operativo,JG_143462,
MA_013981,2024-10-11,Preventivo,Operativo,Operativo,JG_808865,
MA_013982,2024-10-11,Preventivo,Operativo,Operativo,JG_374027,
MA_013983,10/11/2024,Preventivo,Operativo,Operativo,JG_706569,
MA_013984,2024-10-11,Preventivo,,Operativo,JG_354057,
MA_013985,,Preventivo,Operativo,Operativo,JG_74174,
MA_013986,,Preventivo,,,JG_370102,
MA_013987,2024-10-11,Preventivo,,Operativo,JG_643768,
MA_013988,,Preventivo,Operativo,Operativo,JG_27353,
MA_013989,11-10-2024,Preventivo,Operativo,Operativo,JG_406499,
MA_013990,2024-10-11,Preventivo,Operativo,,JG_665447,
MA_013991,2024-10-11,Preventivo,Operativo,Operativo,JG_316589,
MA_013992,2024-10-11,Preventivo,Operativo,Operativo,JG_217587,
MA_013993,2024-10-11,Preventivo,Operativo,Operativo,JG_220376,
MA_013994,,Prevetivo,Operativo,Operativo,JG_148017,
MA_013995,2024-10-11,Preventivo,Operativo,Operativo,JG_507073,
MA_013996,2024-10-11,Prevetivo,Operativo,Operativo,JG_181893,
MA_013997,2024-10-11,Preventivo,Operativo,,JG_613520,
MA_013998,2024-10-11,Preventivo,Operativo,Operativo,JG_321971,
MA_013999,2024-10-11,Preventivo,Operativo,Operativo,JG_535621,
MA_014000,2024-10-11,Preventivo,Operativo,Operativo,JG_524313,
MA_014001,11-10-2024,Preventivo,Operativo,Operativo,JG_794876,
MA_014002,2024-10-11,Preventivo,Operativo,Operativo,JG_430675,
MA_014003,2024-10-11,Preventivo,Operativo,Operativo,JG_19300,
MA_014004,,Preventivo,Operativo,Operativo,JG_656200,
MA_014005,2024-10-11,Preventivo,Operativo,Operativo,JG_265193,
MA_014006,2024-10-11,Preventivo,Operativo,Operativo,JG_733848,
MA_014007,,Preventivo,Operativo,Operativo,JG_793422,
MA_014008,2024-10-11,Preventivo,Operativo,Operativo,JG_696522,
MA_014009,2024-10-11,Preventivo,Operativo,Operativo,JG_877195,
MA_014010,2024-10-11,Preventivo,Operativo,,JG_134888,
MA_014011,,Preventivo,Operativo,Operativo,JG_724622,
MA_014012,2024-10-11,Preventivo,Operativo,Operativo,JG_520339,
MA_014013,2024-10-11,Preventivo,Operativo,Operativo,JG_557134,
MA_014014,,Preventivo,,Operativo,JG_240182,
MA_014015,2024-10-11,Preventivo,,Operativo,JG_414579,
MA_014016,2024-10-11,Prevetivo,Operativo,Operativo,JG_653733,
MA_014017,2024-10-11,Preventivo,Operativo,Operativo,JG_830222,
MA_014018,2024-10-11,Preventivo,Operativo,Operativo,JG_542568,
MA_014019,2024-10-11,Preventivo,Operativo,Operativo,JG_31899,
MA_014020,2024-10-11,Preventivo,Operativo,Operativo,JG_584463,
MA_014021,2024-10-11,Preventivo,Operativo,Operativo,JG_502852,
MA_014022,2024-10-11,Preventivo,Operativo,Operativo,JG_713265,
MA_014023,2024-10-11,Preventivo,Operativo,Operativo,JG_93415,
MA_014024,2024-10-11,Preventivo,Operativo,Operativo,JG_310384,
MA_014025,,Prevetivo,Operativo,Operativo,JG_700086,
MA_014026,11-10-2024,Preventivo,Operativo,Operativo,JG_970307,
MA_014027,2024-10-11,Preventivo,,Operativo,JG_428942,
MA_014028,2024-10-11,Preventivo,Operativo,Operativo,JG_819503,
MA_014029,2024-10-11,Prevetivo,Operativo,Operativo,JG_992200,
MA_014030,2024-10-11,Preventivo,Operativo,Operativo,JG_843074,
MA_014031,,Preventivo,,Operativo,JG_510706,
MA_014032,2024-10-11,Preventivo,,Operativo,JG_929268,
MA_014033,2024-10-11,Preventivo,Operativo,Operativo,JG_87222,
MA_014034,2024-10-11,Preventivo,Operativo,Operativo,JG_196769,
MA_014035,2024-10-11,Preventivo,Operativo,Operativo,JG_691528,
MA_014036,2024-10-11,Preventivo,Operativo,Operativo,JG_379760,
MA_014037,2024-10-11,Preventivo,,Operativo,JG_440292,
MA_014038,,Preventivo,Operativo,Operativo,JG_248636,
MA_014039,2024-10-11,Preventivo,Operativo,Operativo,JG_727072,
MA_014040,2024-10-11,Preventivo,Operativo,Operativo,JG_676863,
MA_014041,2024-10-11,Preventivo,Operativo,Operativo,JG_225369,
MA_014042,2024-10-11,Preventivo,Operativo,Operativo,JG_207610,
MA_014043,2024-10-11,Preventivo,Operativo,Operativo,JG_184352,
MA_014044,11-10-2024,Preventivo,Operativo,Operativo,JG_640574,
MA_014045,2024-10-11,Preventivo,Operativo,,JG_339225,
MA_014046,10/11/2024,Preventivo,Operativo,Operativo,JG_295348,
MA_014047,2024-10-11,Preventivo,Operativo,Operativo,JG_506436,
MA_014048,2024-10-11,Preventivo,Operativo,Operativo,JG_995150,
MA_014049,10/11/2024,Preventivo,Operativo,Operativo,JG_112507,
MA_014050,2024-10-11,Preventivo,Operativo,Operativo,JG_728560,
MA_014051,2024-10-11,Preventivo,Operativo,Operativo,JG_695281,
MA_014052,2024-10-11,Preventivo,Operativo,Operativo,JG_757978,
MA_014053,2024-10-11,Preventivo,Operativo,,JG_411515,
MA_014054,2024-10-11,Prevetivo,Operativo,Operativo,JG_230484,
MA_014055,11-10-2024,Preventivo,Operativo,Operativo,JG_422239,
MA_014056,,Preventivo,Operativo,,JG_298228,
MA_014057,2024-10-11,Preventivo,Operativo,Operativo,JG_301020,
MA_014058,2024-10-11,Preventivo,Operativo,Operativo,JG_559782,
MA_014059,11-10-2024,Preventivo,Operativo,Operativo,JG_396757,
MA_014060,2024-10-11,Prevetivo,Operativo,Operativo,JG_553550,
MA_014061,,Preventivo,Operativo,,JG_699316,
MA_014062,2024-10-11,Preventivo,Operativo,Operativo,JG_889858,
MA_014063,2024-10-11,Preventivo,Operativo,Operativo,JG_964786,
MA_014064,2024-10-11,Preventivo,Operativo,Operativo,JG_283955,
MA_014065,11-10-2024,Preventivo,Operativo,Operativo,JG_690520,
MA_014066,2024-10-11,Preventivo,Operativo,Operativo,JG_628972,
MA_014067,2024-10-11,Preventivo,,Operativo,JG_335072,
MA_014068,2024-10-11,Preventivo,Operativo,Operativo,JG_730447,
MA_014069,2024.10.11,Prevetivo,,Operativo,JG_416106,
MA_014070,2024-10-11,Prevetivo,Operativo,Operativo,JG_109172,
MA_014071,2024-10-11,Preventivo,Operativo,Operativo,JG_664960,
MA_014072,2024-10-11,Preventivo,Operativo,Operativo,JG_519286,
MA_014073,2024-10-11,Preventivo,Operativo,Operativo,JG_931221,
MA_014074,2024-10-11,Preventivo,Operativo,Operativo,JG_787121,
MA_014075,2024-10-11,Preventivo,Operativo,Operativo,JG_769987,
MA_014076,2024-10-11,Preventivo,Operativo,Operativo,JG_786754,
MA_014077,,Preventivo,Operativo,Operativo,JG_775933,
MA_014078,2024.10.11,Preventivo,Operativo,Operativo,JG_852575,
MA_014079,2024-10-11,Preventivo,Operativo,,JG_586244,
MA_014080,2024-10-11,Preventivo,Operativo,Operativo,JG_583270,
MA_014081,2024-10-11,Preventivo,Operativo,Operativo,JG_688911,
MA_014082,2024-10-11,Preventivo,Operativo,Operativo,JG_944266,
MA_014083,2024-10-11,Preventivo,Operativo,Operativo,JG_830757,
MA_014084,2024-10-11,Preventivo,Operativo,Operativo,JG_882056,
MA_014085,10/11/2024,Preventivo,Operativo,Operativo,JG_470192,
MA_014086,11-10-2024,Preventivo,Operativo,Operativo,JG_247181,
MA_014087,2024-10-11,Preventivo,Operativo,,JG_513223,
MA_014088,2024-10-11,Preventivo,Operativo,Operativo,JG_385707,
MA_014089,2024.10.11,Preventivo,Operativo,Operativo,JG_918280,
MA_014090,2024-10-11,Preventivo,Operativo,Operativo,JG_105834,
MA_014091,2024-10-11,Preventivo,Operativo,Operativo,JG_794047,
MA_014092,2024-10-11,Preventivo,Operativo,Operativo,JG_630654,
MA_014093,,Preventivo,Operativo,Operativo,JG_499315,
MA_014094,2024-10-11,Preventivo,Operativo,Operativo,JG_17126,
MA_014095,2024-10-11,Preventivo,Operativo,Operativo,JG_180066,
MA_014096,2024-10-11,Preventivo,Operativo,Operativo,JG_632642,
MA_014097,2024-10-11,Preventivo,Operativo,Operativo,JG_793736,
MA_014098,2024-10-11,Preventivo,Operativo,Operativo,JG_858858,
MA_014099,2024-10-11,Prevetivo,Operativo,Operativo,JG_502135,
MA_014100,2024-10-11,Preventivo,Operativo,Operativo,JG_593939,
MA_014101,2024-10-11,Preventivo,Operativo,Operativo,JG_19055,
MA_014102,2024-10-11,Preventivo,Operativo,Operativo,JG_330298,
MA_014103,,Preventivo,Operativo,Operativo,JG_985585,
MA_014104,2024-10-11,Preventivo,Operativo,Operativo,JG_957829,
MA_014105,2024-10-11,Prevetivo,,Operativo,JG_672966,
MA_014106,2024-10-11,Prevetivo,Operativo,Operativo,JG_227957,
MA_014107,2024.10.11,Preventivo,Operativo,Operativo,JG_368883,
MA_014108,2024-10-11,Preventivo,Operativo,Operativo,JG_349861,
MA_014109,2024-10-11,Preventivo,,Operativo,JG_172809,
MA_014110,2024-10-11,Preventivo,Operativo,Operativo,JG_327696,
MA_014111,2024-10-11,Preventivo,Operativo,Operativo,JG_243852,
MA_014112,2024-10-11,Prevetivo,,Operativo,JG_234686,
MA_014113,2024-10-11,Prevetivo,Operativo,Operativo,JG_604351,
MA_014114,2024-10-11,Preventivo,Operativo,Operativo,JG_780753,
MA_014115,2024-10-11,Preventivo,Operativo,Operativo,JG_379243,
MA_014116,2024-10-11,Prevetivo,Operativo,Operativo,JG_379124,
MA_014117,2024-10-11,Preventivo,Operativo,Operativo,JG_241765,
MA_014118,2024-10-11,Preventivo,Operativo,Operativo,JG_160099,
MA_014119,2024-10-11,Preventivo,Operativo,Operativo,JG_443453,
MA_014120,2024.10.11,Preventivo,Operativo,Operativo,JG_769147,
MA_014121,2024-10-11,Preventivo,Operativo,Operativo,JG_88043,
MA_014122,2024-10-11,Preventivo,Operativo,Operativo,JG_161552,
MA_014123,10/11/2024,Prevetivo,Operativo,Operativo,JG_379751,
MA_014124,2024-10-11,Preventivo,Operativo,,JG_50451,
MA_014125,2024-10-11,Preventivo,Operativo,,JG_346384,
MA_014126,2024-10-11,Preventivo,Operativo,Operativo,JG_54881,
MA_014127,2024-10-11,Prevetivo,Operativo,Operativo,JG_880413,
MA_014128,2024-10-11,Preventivo,,Operativo,JG_149165,
MA_014129,10/11/2024,Preventivo,Operativo,Operativo,JG_236260,
MA_014130,11-10-2024,Preventivo,Operativo,Operativo,JG_899699,
MA_014131,2024-10-11,Preventivo,Operativo,Operativo,JG_986529,
MA_014132,11-10-2024,Preventivo,Operativo,Operativo,JG_421102,
MA_014133,2024-10-11,Preventivo,Operativo,Operativo,JG_649202,
MA_014134,,Preventivo,Operativo,Operativo,JG_552004,
MA_014135,,Preventivo,Operativo,Operativo,JG_891048,
MA_014136,2024-10-11,Preventivo,Operativo,Operativo,JG_149805,
MA_014137,2024-10-11,Preventivo,Operativo,Operativo,JG_916836,
MA_014138,2024-10-11,Preventivo,Operativo,Operativo,JG_787672,
MA_014139,10/11/2024,Preventivo,,Operativo,JG_513558,
MA_014140,2024-10-11,Preventivo,Operativo,Operativo,JG_546560,
MA_014141,2024-10-11,Preventivo,Operativo,Operativo,JG_603720,
MA_014142,2024-10-11,Preventivo,,Operativo,JG_955965,
MA_014143,2024-10-11,Preventivo,Operativo,Operativo,JG_800001,
MA_014144,2024-10-11,Preventivo,Operativo,Operativo,JG_903342,
MA_014145,2024-10-11,Preventivo,Operativo,Operativo,JG_826319,
MA_014146,2024-10-11,Preventivo,Operativo,Operativo,JG_673735,
MA_014147,2024-10-11,Preventivo,Operativo,Operativo,JG_115496,
MA_014148,10/11/2024,Preventivo,Operativo,Operativo,JG_158507,
MA_014149,2024-10-11,Preventivo,Operativo,,JG_112489,
MA_014150,,Preventivo,Operativo,Operativo,JG_589907,
MA_014151,,Preventivo,Operativo,Operativo,JG_173228,
MA_014152,2024-10-11,Preventivo,Operativo,Operativo,JG_842717,
MA_014153,2024-10-11,Preventivo,Operativo,Operativo,JG_693652,
MA_014154,2024-10-11,Preventivo,Operativo,Operativo,JG_532872,
MA_014155,2024-10-11,Preventivo,Operativo,Operativo,JG_397945,
MA_014156,10/11/2024,Prevetivo,Operativo,Operativo,JG_972845,
MA_014157,2024-10-11,Preventivo,,Operativo,JG_55347,
MA_014158,2024-10-11,Preventivo,Operativo,Operativo,JG_977358,
MA_014159,2024-10-11,Preventivo,Operativo,Operativo,JG_496670,
