ID,TipoIncidencia,FechaReporte,Estado,JuegoID,UsuarioID,MantenimientoID
INC_622588,Fallo técnico,2024-02-08,En progreso,33872,U10473,"['MA_554110', 'MA_905234', 'MA_999807', 'MA_342147', 'MA_6337', 'MA_38881']"
INC_556894,Daño menor,,Abierta,9181915,U10073,"['MA_227472', 'MA_4338', 'MA_403993']"
INC_992710,Daño mayor,10/19/2022,Abierta,5492551,U10342,"['MA_215481', 'MA_916952', 'MA_905299', 'MA_472710', 'MA_442654', 'MA_283964', 'MA_869950', 'MA_701070', 'MA_519294', 'MA_680018', 'MA_27893', 'MA_421733', 'MA_66478', 'MA_194654']"
INC_851957,,2023-07-08,En progreso,24871,U10106,"['MA_155471', 'MA_913320', 'MA_885600', 'MA_347487', 'MA_852658', 'MA_47991', 'MA_677036', 'MA_305472', 'MA_826738', 'MA_739724', 'MA_707930', 'MA_352996', 'MA_816730', 'MA_936070', 'MA_521909', 'MA_368638', 'MA_69740', 'MA_32107', 'MA_878654', 'MA_841171', 'MA_785256', 'MA_190821', 'MA_83990', 'MA_512948', 'MA_52532', 'MA_286427', 'MA_620060', 'MA_781302', 'MA_448384']"
INC_418521,Daño menor,2023-02-27,En progreso,22307,U10054,"['MA_931596', 'MA_880833', 'MA_256841', 'MA_422211', 'MA_595871', 'MA_980615']"
INC_858383,Limpieza requerida,2024-09-24,Abierta,34113,U10080,"['MA_508487', 'MA_222739', 'MA_984096', 'MA_743229', 'MA_146775', 'MA_584012', 'MA_821380', 'MA_513729', 'MA_531406', 'MA_958571']"
INC_463530,Limpieza requerida,2023-07-23,Cerrada,19357,U10278,"['MA_364614', 'MA_750358', 'MA_138244', 'MA_949900', 'MA_871934', 'MA_358078', 'MA_121047', 'MA_378006', 'MA_610454', 'MA_202825', 'MA_925744', 'MA_190591', 'MA_320792', 'MA_780143', 'MA_340310', 'MA_948279', 'MA_735977', 'MA_716396', 'MA_91837', 'MA_12268', 'MA_560850', 'MA_999787', 'MA_870310', 'MA_281713', 'MA_359686', 'MA_609729', 'MA_48124', 'MA_947796', 'MA_570884', 'MA_456684', 'MA_785158', 'MA_725784']"
INC_376736,Fallo técnico,2024-05-01,Abierta,3561748,U10020,"['MA_114369', 'MA_493522', 'MA_709463', 'MA_561753', 'MA_925581', 'MA_591969', 'MA_439236']"
INC_847520,Daño mayor,2023-10-23,,19894,U10128,"['MA_95935', 'MA_824515', 'MA_647427', 'MA_757054', 'MA_490940', 'MA_817402', 'MA_162360', 'MA_114530', 'MA_221107', 'MA_710224']"
INC_696121,Fallo técnico,2023-04-02,Cerrada,22035,U10368,
INC_902109,Limpieza requerida,2024-08-20,En progreso,58696,U10043,"['MA_548225', 'MA_432329', 'MA_556790', 'MA_66298', 'MA_558523', 'MA_902421', 'MA_484669', 'MA_585827', 'MA_570516', 'MA_856827', 'MA_448923', 'MA_628037', 'MA_412348', 'MA_897808', 'MA_239102']"
INC_811930,,2023-04-11,Cerrada,7861598,U10065,"['MA_199276', 'MA_205041', 'MA_816426', 'MA_223239', 'MA_931685', 'MA_522721', 'MA_743794', 'MA_609146', 'MA_182118', 'MA_215522', 'MA_731143', 'MA_46550', 'MA_892308', 'MA_836816', 'MA_471136', 'MA_523547', 'MA_733427', 'MA_441132']"
INC_619826,Limpieza requerida,2023-06-22,Cerrada,19077,U10293,['MA_859584']
INC_81397,Dañoo mayor,07-05-2023,Abierta,6905556,U10077,"['MA_634431', 'MA_680523', 'MA_966920', 'MA_885741', 'MA_539502', 'MA_6040', 'MA_787064', 'MA_445030', 'MA_803691', 'MA_556441', 'MA_49508', 'MA_788622', 'MA_778601', 'MA_950082', 'MA_740825']"
INC_395734,Fallo técnico,2024.02.25,En progreso,7247902,U10228,"['MA_845292', 'MA_735246', 'MA_771897', 'MA_823449', 'MA_997727', 'MA_352854', 'MA_924086', 'MA_945162', 'MA_18309', 'MA_700148', 'MA_315435', 'MA_396238', 'MA_906859', 'MA_802263', 'MA_640687', 'MA_655557', 'MA_312730']"
INC_589143,Fallo técnico,2023-09-29,,8803542,U10244,"['MA_332576', 'MA_649873', 'MA_976003', 'MA_659784', 'MA_735595', 'MA_988562', 'MA_605808', 'MA_70049', 'MA_593423', 'MA_951197', 'MA_639327', 'MA_521474', 'MA_736679', 'MA_108736', 'MA_245610', 'MA_25908']"
INC_532967,Daño mayor,2023-11-17,En progreso,22403,U10328,"['MA_453874', 'MA_576838', 'MA_689752', 'MA_544416', 'MA_311225', 'MA_497749', 'MA_629930', 'MA_25430', 'MA_985907', 'MA_330597']"
INC_698766,Daño menor,2024-08-30,Cerrada,20563,U10060,"['MA_53432', 'MA_227400', 'MA_503304', 'MA_871758', 'MA_798711']"
INC_523728,,2024-07-15,En progreso,451586,U10034,['MA_361829']
INC_250183,Fallo técnico,03/06/2024,En progreso,3569310,U10463,"['MA_71502', 'MA_931246', 'MA_658256', 'MA_621430', 'MA_320609', 'MA_988551', 'MA_211940', 'MA_175400', 'MA_619429', 'MA_314446', 'MA_95464', 'MA_320764', 'MA_873372', 'MA_142428', 'MA_272468']"
INC_242583,Limpieza requerida,,Abierta,9470451,U10179,
INC_218753,Fallo técnico,2023-05-20,En progreso,3566751,U10232,"['MA_814773', 'MA_744514', 'MA_584459', 'MA_267178', 'MA_727122', 'MA_522292']"
INC_242338,Limpieza requerida,2023.01.09,En progreso,59556,U10085,"['MA_106861', 'MA_257489', 'MA_181056', 'MA_15247', 'MA_797369', 'MA_896813', 'MA_658488', 'MA_625093', 'MA_366894', 'MA_221917', 'MA_917114', 'MA_875010', 'MA_215724', 'MA_52573', 'MA_253405', 'MA_744677', 'MA_747952', 'MA_397851', 'MA_710436']"
INC_747567,Fallo tecncio,01-09-2024,En progreso,33482,U10474,"['MA_493843', 'MA_611387', 'MA_584363', 'MA_955797', 'MA_160346', 'MA_122412', 'MA_559351', 'MA_18181', 'MA_579420', 'MA_81324', 'MA_658540']"
INC_791297,Daño mayor,2024-01-02,Cerrada,7143521,U10454,"['MA_521572', 'MA_54389', 'MA_204009', 'MA_104532', 'MA_380282', 'MA_683454', 'MA_712640', 'MA_564528', 'MA_197726', 'MA_389382', 'MA_169425', 'MA_194953']"
INC_805683,Limpieza requerida,2024-06-26,En progreso,21974,U10232,['MA_806927']
INC_910188,Fallo técnico,2022-10-24,Abierta,3567952,U10475,"['MA_162814', 'MA_487202', 'MA_915876', 'MA_315810', 'MA_851135', 'MA_80484', 'MA_180677', 'MA_411170', 'MA_931163', 'MA_101236', 'MA_889620', 'MA_365601', 'MA_257981', 'MA_307912', 'MA_371489', 'MA_577763', 'MA_968595', 'MA_207952', 'MA_574693', 'MA_616166', 'MA_296648', 'MA_198575', 'MA_979593', 'MA_251319', 'MA_544054', 'MA_588317', 'MA_992079', 'MA_544540', 'MA_479919', 'MA_527286', 'MA_218398', 'MA_623656', 'MA_19273', 'MA_895137', 'MA_991179', 'MA_627837', 'MA_954680', 'MA_855904', 'MA_684548', 'MA_756836']"
INC_879838,Fallo técnico,2023-02-23,En progreso,59310,U10254,"['MA_991661', 'MA_469291', 'MA_168982', 'MA_127593', 'MA_744985', 'MA_749358', 'MA_94985', 'MA_401409', 'MA_213603', 'MA_189074', 'MA_538952', 'MA_761547']"
INC_696108,Limpieza requerida,2024-08-26,Cerrada,22235,U10498,"['MA_69316', 'MA_172152', 'MA_328173', 'MA_542273']"
INC_737443,Daño menor,2023-07-16,Abierta,59106,U10321,"['MA_799695', 'MA_979688', 'MA_684836', 'MA_681172', 'MA_542304', 'MA_172741', 'MA_713673', 'MA_56941', 'MA_362765', 'MA_435402', 'MA_716175', 'MA_845397', 'MA_508818']"
INC_770494,Daño menor,2024-05-03,Cerrada,5492492,U10441,"['MA_909730', 'MA_628311', 'MA_87476']"
INC_358005,Fallo técnico,2023-08-15,Cerrada,33915,U10025,"['MA_887114', 'MA_415697', 'MA_940224', 'MA_360213', 'MA_501044', 'MA_376573', 'MA_393232', 'MA_649968', 'MA_981039', 'MA_133338', 'MA_334722', 'MA_881483', 'MA_293254']"
INC_900543,Limpieza requerida,2023-07-01,En progreso,7928055,U10012,"['MA_649495', 'MA_869300', 'MA_221999', 'MA_468887', 'MA_397826', 'MA_211893', 'MA_610395', 'MA_763179', 'MA_933125', 'MA_715089']"
INC_669759,Daño menor,2024-06-12,Abierta,20140,U10454,"['MA_310285', 'MA_514134', 'MA_395897', 'MA_587565', 'MA_411569']"
INC_623538,Fallo técnico,2023-11-03,,59506,U10096,"['MA_246249', 'MA_54679', 'MA_220172', 'MA_400726', 'MA_799467', 'MA_661034', 'MA_37268', 'MA_657652', 'MA_363901', 'MA_994330', 'MA_729521', 'MA_524958', 'MA_320456', 'MA_535673', 'MA_329070', 'MA_827414', 'MA_400146']"
INC_776098,Daño mayor,30-12-2022,Abierta,25769,U10058,"['MA_353063', 'MA_363931', 'MA_302134']"
INC_598611,Daño menor,2022-11-19,Abierta,25579,U10013,"['MA_663121', 'MA_228109', 'MA_60922', 'MA_223469', 'MA_223050', 'MA_134464', 'MA_445395', 'MA_897936', 'MA_112901', 'MA_162018', 'MA_869179']"
INC_708432,,2024-10-08,En progreso,59123,U10266,"['MA_484805', 'MA_730181', 'MA_299810', 'MA_55544', 'MA_960631', 'MA_497588', 'MA_805127', 'MA_258874']"
INC_984591,Daño mayor,2023-08-13,En progreso,7898535,U10384,"['MA_540803', 'MA_577967', 'MA_386189', 'MA_328079', 'MA_750319', 'MA_91965', 'MA_129466', 'MA_425781', 'MA_630545', 'MA_117590', 'MA_490771', 'MA_155546']"
INC_250429,Daño mayor,2023-09-15,Cerrada,9284829,U10326,"['MA_254581', 'MA_11368', 'MA_795518', 'MA_661826', 'MA_300040', 'MA_369226']"
INC_856857,Fallo técnico,2022-12-11,Cerrada,9288638,U10131,
INC_579750,Daño mayor,2024-09-27,Abierta,9160072,U10303,"['MA_160686', 'MA_749988', 'MA_974138', 'MA_649502', 'MA_477017']"
INC_923888,Limpieza requerida,,Abierta,7116372,U10115,"['MA_699088', 'MA_706891', 'MA_231739', 'MA_942666', 'MA_83064', 'MA_193976', 'MA_232282', 'MA_902078', 'MA_811591', 'MA_923620', 'MA_71697', 'MA_771871', 'MA_926132']"
INC_851116,Daño mayor,2023-12-01,,8888464,U10273,"['MA_964629', 'MA_467189', 'MA_16402', 'MA_616369', 'MA_709200', 'MA_590989', 'MA_841034', 'MA_344474', 'MA_468740', 'MA_27136', 'MA_737938', 'MA_631153', 'MA_95872']"
INC_391354,Limpieza requerida,2024-01-15,En progreso,9284830,U10194,"['MA_415118', 'MA_255619', 'MA_579124', 'MA_955718', 'MA_739146']"
INC_229362,Fallo técnico,2024-03-14,,4987809,U10456,"['MA_512485', 'MA_153603', 'MA_780354', 'MA_264166', 'MA_36676', 'MA_106273', 'MA_302775', 'MA_183905', 'MA_161966', 'MA_180496', 'MA_837735', 'MA_332164', 'MA_257417', 'MA_350384', 'MA_361963', 'MA_323587']"
INC_28939,Fallo técnico,2023.10.22,Cerrada,22234,U10127,"['MA_185716', 'MA_405664', 'MA_128846', 'MA_337550', 'MA_51192', 'MA_726811', 'MA_797605', 'MA_914828']"
INC_44791,,2024-09-20,Abierta,22171,U10257,"['MA_396133', 'MA_281406', 'MA_477607', 'MA_836943', 'MA_885131', 'MA_137792', 'MA_170901', 'MA_636472', 'MA_125047', 'MA_994142', 'MA_287242', 'MA_120638', 'MA_541222', 'MA_283863', 'MA_892048']"
INC_701297,,2024-09-14,Cerrada,21237,U10487,"['MA_883272', 'MA_375334', 'MA_798952', 'MA_792893', 'MA_879803', 'MA_417324', 'MA_442932', 'MA_576354']"
INC_659465,Daño menor,2023-05-30,En progreso,33100,U10150,"['MA_806402', 'MA_52815', 'MA_885811', 'MA_346538', 'MA_362843', 'MA_608325', 'MA_610180', 'MA_946562', 'MA_832962', 'MA_791761', 'MA_354302', 'MA_225709', 'MA_127653', 'MA_452129', 'MA_866868']"
INC_924507,Fallo técnico,,Abierta,7861598,U10444,"['MA_199276', 'MA_205041', 'MA_816426', 'MA_223239', 'MA_931685', 'MA_522721', 'MA_743794', 'MA_609146', 'MA_182118', 'MA_215522', 'MA_731143', 'MA_46550', 'MA_892308', 'MA_836816', 'MA_471136', 'MA_523547', 'MA_733427', 'MA_441132']"
INC_136233,Limpieza requerida,2023-08-17,,59506,U10482,"['MA_246249', 'MA_54679', 'MA_220172', 'MA_400726', 'MA_799467', 'MA_661034', 'MA_37268', 'MA_657652', 'MA_363901', 'MA_994330', 'MA_729521', 'MA_524958', 'MA_320456', 'MA_535673', 'MA_329070', 'MA_827414', 'MA_400146']"
INC_433440,Daño menor,2023-04-27,,59847,U10088,"['MA_859035', 'MA_732524', 'MA_76377', 'MA_590416', 'MA_563466', 'MA_561441', 'MA_578714', 'MA_701566', 'MA_906375', 'MA_677747', 'MA_578835', 'MA_840201', 'MA_337121', 'MA_207440', 'MA_473161']"
INC_35145,Limpieza requerida,2023-03-12,En progreso,8800712,U10446,"['MA_24909', 'MA_93001', 'MA_834078', 'MA_867345', 'MA_632451', 'MA_431543', 'MA_980573', 'MA_958101', 'MA_889748', 'MA_870056', 'MA_815406', 'MA_966287', 'MA_545367', 'MA_459017', 'MA_128981', 'MA_658492', 'MA_356688', 'MA_875875', 'MA_940118', 'MA_63838', 'MA_311398', 'MA_999739', 'MA_611314', 'MA_694577', 'MA_39100', 'MA_615507', 'MA_397168', 'MA_28946', 'MA_160525', 'MA_300385', 'MA_656571', 'MA_424391', 'MA_987166', 'MA_602764', 'MA_432306', 'MA_61941', 'MA_8546']"
INC_993545,Fallo técnico,08/06/2023,Cerrada,9131299,U10179,"['MA_323581', 'MA_254996']"
INC_400201,Daño mayor,2022-12-23,Abierta,34773,U10326,"['MA_957950', 'MA_693716', 'MA_879448', 'MA_703808', 'MA_125855', 'MA_759353', 'MA_429755']"
INC_557227,Daño menor,2023-04-07,Cerrada,21948,U10012,"['MA_936802', 'MA_571995']"
INC_809961,Fallo técnico,,En progreso,9181027,U10402,"['MA_22608', 'MA_398009', 'MA_587716', 'MA_241834', 'MA_419591', 'MA_103918', 'MA_493485', 'MA_444137', 'MA_711335', 'MA_549414', 'MA_107481', 'MA_802880']"
INC_953709,Daño menor,2023-09-12,,9424144,U10151,"['MA_625668', 'MA_569023', 'MA_218215', 'MA_987220', 'MA_102888']"
INC_19863,Daño menor,2024-01-07,En progreso,5201910,U10260,"['MA_842147', 'MA_418808', 'MA_616892', 'MA_102172', 'MA_88200', 'MA_885348', 'MA_246832', 'MA_309128', 'MA_478262', 'MA_682485', 'MA_350759']"
INC_407239,,2023-03-29,,9438380,U10403,"['MA_643947', 'MA_816537', 'MA_240639', 'MA_457016', 'MA_742616']"
INC_982286,Fallo técnico,2024-01-30,Abierta,34881,U10170,"['MA_761949', 'MA_174005', 'MA_590122']"
INC_435367,Fallo técnico,2023-08-02,Abierta,33816,U10326,"['MA_114917', 'MA_606743', 'MA_8598', 'MA_327930', 'MA_864078', 'MA_539423', 'MA_508245', 'MA_681489', 'MA_890565', 'MA_66359', 'MA_855170', 'MA_461891', 'MA_864151']"
INC_818429,Limpieza requerida,2024-08-17,Abierta,19066,U10360,"['MA_623211', 'MA_580830', 'MA_307425', 'MA_752926', 'MA_538062', 'MA_891004', 'MA_231922', 'MA_963663', 'MA_898321', 'MA_490168', 'MA_575886', 'MA_983666', 'MA_442096', 'MA_593974', 'MA_812974', 'MA_527045', 'MA_507595', 'MA_724095', 'MA_825854']"
INC_988760,Daño mayor,2023-10-01,Abierta,8803542,U10408,"['MA_332576', 'MA_649873', 'MA_976003', 'MA_659784', 'MA_735595', 'MA_988562', 'MA_605808', 'MA_70049', 'MA_593423', 'MA_951197', 'MA_639327', 'MA_521474', 'MA_736679', 'MA_108736', 'MA_245610', 'MA_25908']"
INC_137986,Fallo técnico,2024-07-08,Abierta,9387164,U10440,"['MA_952073', 'MA_466788', 'MA_929482', 'MA_280154', 'MA_701439', 'MA_689052']"
INC_338191,,2023-10-03,Cerrada,8930913,U10447,['MA_322060']
INC_576965,Limpieza requerida,2023-09-29,Abierta,3568327,U10397,"['MA_145661', 'MA_574734', 'MA_304786']"
INC_354612,Limpieza requerida,2023-06-25,Abierta,32822,U10293,"['MA_945071', 'MA_790419', 'MA_710629', 'MA_468776', 'MA_481900', 'MA_186678', 'MA_245512', 'MA_333714']"
INC_786155,Daño menor,,Cerrada,8805157,U10427,"['MA_268275', 'MA_291944']"
INC_716803,Limpieza requerida,2022-12-01,Cerrada,7168629,U10122,"['MA_683962', 'MA_389839']"
INC_727873,Daño menor,19-08-2024,En progreso,9427177,U10353,"['MA_429248', 'MA_696345', 'MA_696922', 'MA_899962', 'MA_129760', 'MA_714779']"
INC_279113,Fallo técnico,2024-06-17,Abierta,20123,U10284,"['MA_587533', 'MA_955080', 'MA_378843', 'MA_295041', 'MA_853601', 'MA_878249', 'MA_498860', 'MA_922082', 'MA_488308']"
INC_596690,Daño mayor,2023-08-03,En progreso,22342,U10084,"['MA_316194', 'MA_413323', 'MA_61993']"
INC_584259,Dañoo mayor,2023-01-27,Cerrada,33816,U10469,"['MA_114917', 'MA_606743', 'MA_8598', 'MA_327930', 'MA_864078', 'MA_539423', 'MA_508245', 'MA_681489', 'MA_890565', 'MA_66359', 'MA_855170', 'MA_461891', 'MA_864151']"
INC_224805,Fallo técnico,,En progreso,20478,U10408,"['MA_704521', 'MA_349076', 'MA_616120']"
INC_148847,Daño mayor,2024-08-27,Abierta,7144371,U10051,"['MA_42052', 'MA_812292', 'MA_681552', 'MA_711927', 'MA_570045', 'MA_17556']"
INC_741968,Daño menor,2023-04-28,Abierta,7887290,U10283,"['MA_459936', 'MA_638720', 'MA_357693', 'MA_58381', 'MA_535908', 'MA_385737']"
INC_76864,Limpieza requerida,25-10-2023,Cerrada,5492492,U10070,"['MA_909730', 'MA_628311', 'MA_87476']"
INC_358850,Dañoo mayor,2022-11-06,En progreso,9176915,U10300,"['MA_503984', 'MA_330679']"
INC_252189,Daño menor,29-12-2023,En progreso,58909,U10402,"['MA_196302', 'MA_691122', 'MA_276533', 'MA_937958']"
INC_745348,Limpieza requerida,2023-10-02,Abierta,3581482,U10335,"['MA_83268', 'MA_101619', 'MA_622493', 'MA_257724', 'MA_604169', 'MA_288543', 'MA_308537', 'MA_800318', 'MA_18660', 'MA_115788']"
INC_240648,Fallo técnico,2024-07-24,,8971305,U10206,"['MA_313742', 'MA_772250', 'MA_976229', 'MA_39235', 'MA_168912', 'MA_465057', 'MA_945949', 'MA_437767', 'MA_850751', 'MA_231535', 'MA_308145', 'MA_856175', 'MA_480473', 'MA_981687', 'MA_382630', 'MA_582438', 'MA_916931', 'MA_216641', 'MA_302254', 'MA_256047', 'MA_677679', 'MA_575755', 'MA_31432', 'MA_501037', 'MA_45963', 'MA_470491', 'MA_607363', 'MA_26131', 'MA_137674', 'MA_397336', 'MA_408895', 'MA_747173', 'MA_329878', 'MA_907724', 'MA_991211', 'MA_942423', 'MA_93964', 'MA_730575']"
INC_458998,Daño mayor,2022-11-07,Abierta,20585,U10113,"['MA_45282', 'MA_420446', 'MA_177191', 'MA_774506']"
INC_293628,Fallo técnico,2023-10-31,Cerrada,60080,U10443,"['MA_874137', 'MA_838399', 'MA_598432', 'MA_893564', 'MA_446029', 'MA_549607', 'MA_729390', 'MA_207585', 'MA_16760', 'MA_61055', 'MA_495627']"
INC_378770,Limpieza requerida,2023-02-18,Cerrada,22594,U10348,"['MA_412532', 'MA_89215', 'MA_967379']"
INC_633551,Fallo técnico,2022-12-25,Abierta,34073,U10314,['MA_540481']
INC_404273,Fallo técnico,2024-06-09,Cerrada,5239355,U10385,"['MA_130794', 'MA_197596', 'MA_701400', 'MA_845623', 'MA_381631', 'MA_575266', 'MA_837651', 'MA_346604', 'MA_151780', 'MA_141665', 'MA_640956', 'MA_797684', 'MA_334444', 'MA_606996', 'MA_2785', 'MA_338508', 'MA_771274', 'MA_898325', 'MA_31219', 'MA_675781', 'MA_877933', 'MA_60625', 'MA_70880', 'MA_100296', 'MA_463114', 'MA_147254', 'MA_686536', 'MA_337411', 'MA_747584', 'MA_870384']"
INC_740230,Dañoo menor,2024-01-22,En progreso,58603,U10326,"['MA_130565', 'MA_974386', 'MA_789782', 'MA_250206', 'MA_85827', 'MA_905045', 'MA_270792', 'MA_535693', 'MA_945476', 'MA_910630']"
INC_23680,Limpieza requerida,2024-04-14,Abierta,9424137,U10077,"['MA_403584', 'MA_551521', 'MA_92348', 'MA_115888', 'MA_68765', 'MA_631304', 'MA_77787', 'MA_40628', 'MA_569671', 'MA_996681', 'MA_4187', 'MA_228064', 'MA_684834', 'MA_511598', 'MA_986685', 'MA_297064', 'MA_362014', 'MA_543894']"
INC_459718,Limpieza requerida,2023-05-30,Cerrada,9394151,U10096,"['MA_536650', 'MA_25118', 'MA_844603', 'MA_395610', 'MA_726714', 'MA_770649', 'MA_344388', 'MA_91440']"
INC_601699,Daño menor,2023-08-02,Cerrada,7925296,U10476,"['MA_931878', 'MA_696325', 'MA_508966', 'MA_743921', 'MA_385636']"
INC_624912,Dañoo mayor,2024-05-22,Cerrada,9187149,U10302,"['MA_70443', 'MA_426984', 'MA_398973', 'MA_202822', 'MA_900689', 'MA_186697', 'MA_380044', 'MA_729137', 'MA_477067', 'MA_287439', 'MA_193994', 'MA_41344']"
INC_661709,Fallo técnico,2024-04-25,Cerrada,4750014,U10310,"['MA_884056', 'MA_38900', 'MA_111353', 'MA_941359', 'MA_147953', 'MA_393660', 'MA_725248', 'MA_964425', 'MA_511472']"
INC_133852,Limpieza requerida,2023-11-24,Cerrada,19332,U10476,"['MA_289945', 'MA_676256', 'MA_58965', 'MA_629834', 'MA_952211', 'MA_366630']"
INC_465036,Daño menor,2024-02-12,En progreso,5158975,U10189,"['MA_285344', 'MA_743026', 'MA_455279', 'MA_251066', 'MA_732618', 'MA_101291', 'MA_564130', 'MA_201300', 'MA_118683', 'MA_400820', 'MA_877492', 'MA_518505', 'MA_142889', 'MA_417433', 'MA_742193', 'MA_672753', 'MA_67589', 'MA_220014']"
INC_141649,,2023-10-15,En progreso,9187149,U10404,"['MA_70443', 'MA_426984', 'MA_398973', 'MA_202822', 'MA_900689', 'MA_186697', 'MA_380044', 'MA_729137', 'MA_477067', 'MA_287439', 'MA_193994', 'MA_41344']"
INC_949276,Fallo técnico,2023-02-05,Cerrada,21003,U10481,"['MA_178962', 'MA_291141', 'MA_95591', 'MA_524081', 'MA_565233', 'MA_91440', 'MA_997702', 'MA_149842']"
INC_290577,Fallo técnico,2024-01-25,Abierta,8888464,U10218,"['MA_964629', 'MA_467189', 'MA_16402', 'MA_616369', 'MA_709200', 'MA_590989', 'MA_841034', 'MA_344474', 'MA_468740', 'MA_27136', 'MA_737938', 'MA_631153', 'MA_95872']"
INC_404340,Limpieza requerida,2024-03-26,En progreso,7586721,U10003,['MA_854224']
INC_500282,Daño mayor,28-06-2024,En progreso,4732018,U10089,"['MA_794215', 'MA_591598', 'MA_475338', 'MA_37962', 'MA_726966', 'MA_385976', 'MA_689803', 'MA_594968', 'MA_155608', 'MA_83719', 'MA_22954', 'MA_309400', 'MA_309612', 'MA_363040', 'MA_731101']"
INC_240209,Daño mayor,2023-07-27,Cerrada,21082,U10282,"['MA_183162', 'MA_721343', 'MA_779553', 'MA_952705', 'MA_918586', 'MA_726302', 'MA_894268', 'MA_282210', 'MA_758969', 'MA_619042', 'MA_248836', 'MA_164757', 'MA_470193', 'MA_961180', 'MA_131027', 'MA_886813', 'MA_613041', 'MA_153407', 'MA_732166', 'MA_296201', 'MA_955031', 'MA_44300', 'MA_402333']"
INC_689188,Daño mayor,,Abierta,9158814,U10364,"['MA_621235', 'MA_640599', 'MA_543962', 'MA_578531', 'MA_164200', 'MA_382855']"
INC_127472,Dañoo mayor,2023-05-04,Cerrada,58991,U10466,"['MA_167093', 'MA_181986', 'MA_135241', 'MA_16609', 'MA_300073', 'MA_898458', 'MA_636504']"
INC_131785,Daño menor,2024-04-02,En progreso,33915,U10342,"['MA_887114', 'MA_415697', 'MA_940224', 'MA_360213', 'MA_501044', 'MA_376573', 'MA_393232', 'MA_649968', 'MA_981039', 'MA_133338', 'MA_334722', 'MA_881483', 'MA_293254']"
INC_728063,Daño menor,2023-12-16,Cerrada,3580687,U10241,"['MA_858942', 'MA_559708', 'MA_782085', 'MA_247033', 'MA_542390', 'MA_316012', 'MA_719856', 'MA_6730', 'MA_878840', 'MA_730440', 'MA_694100', 'MA_636981', 'MA_392824', 'MA_206826', 'MA_183392', 'MA_728992']"
INC_641936,Limpieza requerida,2023-10-02,Abierta,9435254,U10249,"['MA_374102', 'MA_46542', 'MA_967032', 'MA_227117']"
INC_165602,Daño mayor,2023-08-24,Cerrada,9446273,U10348,"['MA_567344', 'MA_208327', 'MA_819051', 'MA_158656', 'MA_510066', 'MA_247616', 'MA_851686']"
INC_514067,Limpieza requerida,2023-02-17,Abierta,9182945,U10265,['MA_931646']
INC_829901,Daño menor,2024-04-03,Abierta,8800712,U10441,"['MA_24909', 'MA_93001', 'MA_834078', 'MA_867345', 'MA_632451', 'MA_431543', 'MA_980573', 'MA_958101', 'MA_889748', 'MA_870056', 'MA_815406', 'MA_966287', 'MA_545367', 'MA_459017', 'MA_128981', 'MA_658492', 'MA_356688', 'MA_875875', 'MA_940118', 'MA_63838', 'MA_311398', 'MA_999739', 'MA_611314', 'MA_694577', 'MA_39100', 'MA_615507', 'MA_397168', 'MA_28946', 'MA_160525', 'MA_300385', 'MA_656571', 'MA_424391', 'MA_987166', 'MA_602764', 'MA_432306', 'MA_61941', 'MA_8546']"
INC_560684,Dañoo menor,2022-12-13,Cerrada,7928580,U10060,"['MA_690043', 'MA_746258', 'MA_33392', 'MA_54422', 'MA_709990', 'MA_679289', 'MA_740619', 'MA_209584', 'MA_945966', 'MA_212906']"
INC_215082,Fallo técnico,2024-06-01,En progreso,3567952,U10055,"['MA_162814', 'MA_487202', 'MA_915876', 'MA_315810', 'MA_851135', 'MA_80484', 'MA_180677', 'MA_411170', 'MA_931163', 'MA_101236', 'MA_889620', 'MA_365601', 'MA_257981', 'MA_307912', 'MA_371489', 'MA_577763', 'MA_968595', 'MA_207952', 'MA_574693', 'MA_616166', 'MA_296648', 'MA_198575', 'MA_979593', 'MA_251319', 'MA_544054', 'MA_588317', 'MA_992079', 'MA_544540', 'MA_479919', 'MA_527286', 'MA_218398', 'MA_623656', 'MA_19273', 'MA_895137', 'MA_991179', 'MA_627837', 'MA_954680', 'MA_855904', 'MA_684548', 'MA_756836']"
INC_421525,Fallo técnico,2023-08-31,En progreso,21702,U10482,"['MA_389107', 'MA_193957', 'MA_871245', 'MA_939709', 'MA_604348', 'MA_935349', 'MA_126190', 'MA_381294', 'MA_912803']"
INC_430807,Daño mayor,2024-09-15,En progreso,20179,U10241,"['MA_564560', 'MA_774307', 'MA_929907', 'MA_506560', 'MA_511336', 'MA_243075', 'MA_566312', 'MA_352706']"
INC_835547,,2024-03-13,,8804534,U10184,"['MA_9783', 'MA_8407', 'MA_805582', 'MA_373527', 'MA_819845', 'MA_635268']"
INC_584064,Fallo técnico,,En progreso,33100,U10194,"['MA_806402', 'MA_52815', 'MA_885811', 'MA_346538', 'MA_362843', 'MA_608325', 'MA_610180', 'MA_946562', 'MA_832962', 'MA_791761', 'MA_354302', 'MA_225709', 'MA_127653', 'MA_452129', 'MA_866868']"
INC_172461,Fallo tecncio,,Abierta,4963338,U10204,"['MA_366584', 'MA_782675', 'MA_142969', 'MA_372127', 'MA_690168', 'MA_497876', 'MA_674193', 'MA_595796', 'MA_951531', 'MA_538884', 'MA_251799', 'MA_405217', 'MA_199239', 'MA_892033', 'MA_395057', 'MA_70110', 'MA_144478']"
